,CI_NAME,EQUIPTYPE
12414,POAC18,BTS
12415,POAC97,BTS
12416,POAC98,BTS
12417,POAC99,BTS
12418,POAN01,BTS
12419,POAN02,BTS
12420,POAN03,BTS
12421,POAN04,BTS
12422,POAN05,BTS
12423,POAN06,BTS
12424,POAN07,BTS
12425,POAN09,BTS
12426,POAN10,BTS
12427,POAN11,BTS
12428,POAN13,BTS
12429,POAN14,BTS
12430,POAN15,BTS
12431,POAN37,BTS
12432,POAN38,BTS
12433,POAN39,BTS
12434,POAN40,BTS
12435,POAN41,BTS
12436,POAN42,BTS
12437,POAN43,BTS
12438,POAN44,BTS
12439,POAN45,BTS
12440,POAN46,BTS
12441,POAN47,BTS
12442,POAN48,BTS
12443,POAN50,BTS
12444,POAN51,BTS
12445,POAN52,BTS
12446,POAN53,BTS
12447,POAN55,BTS
12448,POAN57,BTS
12449,POAN58,BTS
12450,POAN60,BTS
12451,POAN62,BTS
12452,POAN95,BTS
12453,POAN97,BTS
12454,POAN98,BTS
12455,POAS01,BTS
12456,POAS02,BTS
12457,POAS03,BTS
12465,POAS04,BTS
12474,POAS05,BTS
12475,POAS07,BTS
12476,POAS09,BTS
12477,POAS10,BTS
12478,POAS12,BTS
12479,POAS13,BTS
12480,POAS14,BTS
12481,JONE01,BTS
12482,BLSO01,BTS
12483,BLVI01,BTS
12484,BLVN01,BTS
12485,BMBS01,BTS
12486,BMMO01,BTS
12487,BMMS01,BTS
12488,BMPI01,BTS
12489,BMPI02,BTS
12490,BNCE01,BTS
12491,RJMD06,BTS
12492,RJMD07,BTS
12493,RJMD08,BTS
12494,RJMD09,BTS
12495,RJMD10,BTS
12496,RJMD11,BTS
12497,RJMD12,BTS
12498,RJMD13,BTS
12499,RJMD14,BTS
12500,RJMD15,BTS
12501,RJMD16,BTS
12502,RJMD17,BTS
12503,RJMD18,BTS
12504,RJMD19,BTS
12505,RJMD23,BTS
12506,RJMD25,BTS
12507,RJMD26,BTS
12508,RJMD27,BTS
12509,RJME01,BTS
12510,RJME02,BTS
12511,RJME03,BTS
12512,RJME04,BTS
12513,RJME05,BTS
12514,RJME06,BTS
12515,RJME07,BTS
12516,RJME08,BTS
12517,RJME09,BTS
12518,RJME10,BTS
12519,RJME11,BTS
12520,RJME12,BTS
12521,RJME13,BTS
12522,RJME14,BTS
12523,RJME15,BTS
12524,RJME16,BTS
12525,RJME18,BTS
12526,RJME19,BTS
12534,RJME20,BTS
12535,RJME21,BTS
12536,PGEV01,BTS
12537,BQML01,BTS
12538,BQMO01,BTS
12547,BQRX01,BTS
12548,BQST01,BTS
12549,BRAO01,BTS
12550,BRCE01,BTS
12551,BRCN01,BTS
12552,BREJ01,BTS
12553,BRLR01,BTS
12554,BRMO01,BTS
12555,BRMS01,BTS
12562,BRMS02,BTS
12563,BRMS03,BTS
12564,BRMS04,BTS
12674,BRMS05,BTS
12675,BRMS06,BTS
12676,BRMS07,BTS
12677,BRMS08,BTS
12678,BRMS09,BTS
12679,BRMS10,BTS
12680,BRMS11,BTS
12681,BRMS12,BTS
12682,BRRB01,BTS
12683,BPIR04,BTS
12684,BPIR05,BTS
12688,BPIR06,BTS
12689,BPIR08,BTS
12690,BPIR09,BTS
12691,BPIR10,BTS
12692,BQAC01,BTS
12693,BQAC02,BTS
12694,BQCE01,BTS
12695,BQDJ01,BTS
12696,BRRO01,BTS
12697,BRTR01,BTS
12698,CYVMW01,BTS
12701,DMTMW01,BTS
12702,DPDMW01,BTS
12703,DPOMW01,BTS
12704,DQCX38,BTS
12705,BHCS01,BTS
12706,BHCS02,BTS
12707,BHCS03,BTS
12708,BHCS05,BTS
12709,BHCS06,BTS
12710,BHCS07,BTS
12711,BHCS08,BTS
12712,BHCS09,BTS
12784,BHCS10,BTS
12785,BHCS11,BTS
12786,BHCS12,BTS
12787,BHCS13,BTS
12788,BHCS14,BTS
12789,BHCS15,BTS
12790,BHCS16,BTS
12791,BHCS17,BTS
12792,BHCS18,BTS
12793,BHCS19,BTS
12794,BHCS20,BTS
12795,BHCS21,BTS
12796,BHCS22,BTS
12797,BHCS23,BTS
12798,BHCS24,BTS
12799,BHCS26,BTS
12800,BHCS27,BTS
12801,BHCS28,BTS
12802,BHCS29,BTS
12803,BHCS31,BTS
12804,BHCS40,BTS
12805,BHCS41,BTS
12806,BHCS46,BTS
12807,BHCT01,BTS
12808,BHIN01,BTS
12809,BHIN02,BTS
12820,BHIN03,BTS
12821,BHIN61,BTS
12822,BHIN63,BTS
12823,BHIN64,BTS
12824,BHIN67,BTS
12825,BHLE01,BTS
12826,BHLE02,BTS
12827,BHLE03,BTS
12828,BHLE04,BTS
12829,BHLE05,BTS
12830,BHLE06,BTS
12831,BHLE08,BTS
12832,BHLE09,BTS
12833,BHLE10,BTS
12834,BHLE11,BTS
12835,BHLE12,BTS
12836,BHLE13,BTS
12837,BHLE14,BTS
12838,BHLE15,BTS
12839,BHLE16,BTS
12840,BHCS33,BTS
12841,CSOMW03,BTS
12842,CSTMW01,BTS
12843,CSVMW02,BTS
12861,CSXR02,BTS
12867,CTAH01,BTS
12868,CTCE10,BTS
12869,CTFMW03,BTS
12870,CTFR01,BTS
12871,CTLA02,BTS
12872,CTTMW02,BTS
12874,CTUJMW01,BTS
12875,CSOMW02,BTS
12876,CUVMW02,BTS
12877,CVAMW02,BTS
12878,CWAMW01,BTS
12879,SPVM04,BTS
12880,VVLH39,BTS
12881,WBCE01,BTS
12882,WBSU01,BTS
12883,WSTF01,BTS
12884,CGAMW01,BTS
12885,CITMW02,BTS
12888,CKBMW01,BTS
12889,CKGMW01,BTS
12890,CLSMW01,BTS
12895,CNAMW01,BTS
12896,CNAMW04,BTS
12897,CNLMW01,BTS
12898,COJMW01,BTS
12899,COPLMW01,BTS
12902,CORMW03,BTS
12903,COWR10,BTS
12904,CPZLMW01,BTS
12906,CRFMW02,BTS
12907,CRPC01,BTS
12908,CRZMW01,BTS
12909,CSLR24,BTS
12910,CSNMW01,BTS
12911,PETR33,BTS
12912,PETR34,BTS
12913,PETR36,BTS
12914,PETR37,BTS
12915,PETR39,BTS
12916,PETR40,BTS
12925,BIRI03,BTS
12926,PETR41,BTS
12927,PETR43,BTS
12928,PETR45,BTS
12929,PINS01,BTS
12930,PIRA01,BTS
12931,PIRA02,BTS
12932,SSSA02,BTS
12933,SSSF01,BTS
12934,WUWU01,BTS
12944,YBCE01,BTS
12945,YCCE01,BTS
12946,YCQL01,BTS
12947,YCRC01,BTS
12948,YCRM01,BTS
12949,YCVN01,BTS
12950,YICE01,BTS
12951,YOCE01,BTS
12952,YPCE01,BTS
12953,YRCE01,BTS
12954,YTCE01,BTS
12955,YVCE01,BTS
12956,YVCE03,BTS
12957,YYMO01,BTS
12958,AOSS01,BTS
12959,BGMB01,BTS
12960,CABR04,BTS
12961,COAS09,BTS
12962,CSJP01,BTS
12964,CTFG01,BTS
12965,EIOR06,BTS
12966,RJTJ25,BTS
12967,RJTJ26,BTS
12968,RJTJ27,BTS
12969,RJTJ28,BTS
12970,RJTJ29,BTS
12971,RJTJ30,BTS
12972,RJTJ31,BTS
12973,RJTJ32,BTS
12974,RJTJ33,BTS
12975,RJTJ34,BTS
12976,RJTJ35,BTS
12977,RJTJ37,BTS
12978,RJTJ38,BTS
12979,RJTJ39,BTS
12980,RJTJ40,BTS
12981,RJTJ41,BTS
12982,RJTJ42,BTS
12983,RJTJ43,BTS
12984,RJTJ44,BTS
12985,RJTJ45,BTS
12986,RJTJ46,BTS
12987,RJTJ47,BTS
12988,RJTJ49,BTS
12989,RJWF01,BTS
12991,BLMC36,BTS
12992,BLMI07,BTS
12993,BLMMW01,BTS
12994,BLMN42,BTS
13003,SSTG01,BTS
13004,SSTP01,BTS
13005,SSTT02,BTS
13006,SSTT03,BTS
13007,SSTT04,BTS
13008,SSTT05,BTS
13009,SSVG39,BTS
13010,SSYS01,BTS
13011,SSYS02,BTS
13012,SSYS03,BTS
13013,SSYS04,BTS
13014,SSYS05,BTS
13015,SSYS06,BTS
13016,STAG01,BTS
13017,STFG01,BTS
13018,STFS01,BTS
13019,STMK01,BTS
13020,STMK02,BTS
13021,STMK03,BTS
13022,STMK04,BTS
13023,STMK05,BTS
13024,STMK07,BTS
13025,STVG53,BTS
13026,SUFS01,BTS
13027,SUJF37,BTS
13028,SUJF94,BTS
13037,SUJF95,BTS
13038,SVAG01,BTS
13039,SVUR34,BTS
13040,SVVC01,BTS
13041,SVVC02,BTS
13042,SVVC03,BTS
13043,SVVG88,BTS
13044,SWCN01,BTS
13046,NITE90,BTS
13047,BMNMW02,BTS
13048,BMPMW01,BTS
13049,BMRMW01,BTS
13050,BMRMW02,BTS
13051,BNDMMW01,BTS
13052,BOPMW01,BTS
13053,BOSLMW01,BTS
13054,BPIR12,BTS
13063,BPIR14,BTS
13064,BQEMW01,BTS
13065,BQSF01,BTS
13066,BRMMW04,BTS
13068,BRQR01,BTS
13072,BUBO03,BTS
13073,BURMW02,BTS
13074,BUUMW01,BTS
13075,BXDMW01,BTS
13076,CABR05,BTS
13077,CAJTMW01,BTS
13078,CALMW02,BTS
13079,CASA18,BTS
13080,CASA20,BTS
13081,CASA25,BTS
13082,CASA28,BTS
13083,CATMW01,BTS
13084,CBCB01,BTS
13085,CBMT56,BTS
13086,CBMT65,BTS
13087,CBSU02,BTS
13088,BHCE16,BTS
13089,BHCE17,BTS
13090,BHCE18,BTS
13091,BHCE19,BTS
13092,BHCE20,BTS
13093,BHCE21,BTS
13094,BHCE23,BTS
13095,BHCE24,BTS
13096,BHCE25,BTS
13097,BHCE26,BTS
13098,BHCE27,BTS
13099,BHCE28,BTS
13100,BHCE29,BTS
13101,BHCE30,BTS
13102,BHCE31,BTS
13103,BHCE34,BTS
13104,BHCE35,BTS
13105,BHCE36,BTS
13106,BHCE37,BTS
13107,BHCE38,BTS
13108,BHCE42,BTS
13109,BHCE43,BTS
13110,BHCE44,BTS
13111,CCBV01,BTS
13112,CCEMW02,BTS
13114,CCHMW01,BTS
13115,CCOMW02,BTS
13116,CCSP01,BTS
13117,CDAMW01,BTS
13118,CDAMW02,BTS
13119,CDCMW01,BTS
13120,CDRMW02,BTS
13121,CDSA05,BTS
13122,CDSMW01,BTS
13123,CDTMW01,BTS
13124,CDUMW01,BTS
13125,CDUMW02,BTS
13160,CXRMW01,BTS
13161,FNCA01,BTS
13162,KDKR04,BTS
13163,KRCE01,BTS
13164,LDMC16,BTS
13165,BKBK00,BTS
13166,BKCT01,BTS
13167,BLBL00,BTS
13168,BLCT01,BTS
13169,BLEI01,BTS
13170,BLIA01,BTS
13171,BLMC01,BTS
13230,BLMC02,BTS
13231,BLMC03,BTS
13232,JPJA02,BTS
13233,DCCT01,BTS
13234,DCDC00,BTS
13235,DCDI01,BTS
13236,DECT01,BTS
13237,DEDE00,BTS
13238,DFCT01,BTS
13239,DGCT01,BTS
13240,DGCT02,BTS
13241,DGDG00,BTS
13242,DGDG01,BTS
13245,DGDG02,BTS
13246,DGRD01,BTS
13247,DHCT01,BTS
13248,BLMC04,BTS
13249,BLMC05,BTS
13250,BLMC06,BTS
13251,BLMC07,BTS
13252,BLMC08,BTS
13253,BLMC09,BTS
13254,BLMC10,BTS
13255,BLMC11,BTS
13256,BLMC12,BTS
13257,BLMC13,BTS
13258,BLMC14,BTS
13259,BLMC15,BTS
13260,BLMC16,BTS
13261,BLMC17,BTS
13262,BLMC18,BTS
13263,PGAM01,BTS
13264,DICT01,BTS
13265,DIOM01,BTS
13266,DIOM02,BTS
13267,DIST01,BTS
13268,DJDJ00,BTS
13269,DKDK00,BTS
13270,DLCT01,BTS
13271,DLDL00,BTS
13272,DMCT01,BTS
13273,DMDM00,BTS
13274,DNCT02,BTS
13275,DNDN00,BTS
13276,DOCT01,BTS
13277,PGAT01,BTS
13278,DHDH00,BTS
13279,PGBT01,BTS
13280,LNLN03,BTS
13281,LNLN05,BTS
13282,LNVP01,BTS
13283,LOLO00,BTS
13284,LOPP01,BTS
13285,LORE01,BTS
13286,LPCT01,BTS
13287,LPJC01,BTS
13288,LPRD03,BTS
13289,LPTI01,BTS
13290,LQLQ00,BTS
13291,LRJJ01,BTS
13292,LRLR01,BTS
13293,LRVM01,BTS
13294,LRVM02,BTS
13295,LRVM03,BTS
13323,LSLS00,BTS
13324,LSOB01,BTS
13325,LTCT01,BTS
13326,LTLT00,BTS
13327,LULU00,BTS
13328,LULU01,BTS
13329,LULU02,BTS
13330,LVLV00,BTS
13331,BLMC20,BTS
13332,BLMC21,BTS
13333,BLMC22,BTS
13334,BLMC23,BTS
13335,BLMC24,BTS
13336,BLMC25,BTS
13337,BLMC26,BTS
13338,BLMC28,BTS
13339,BLMC29,BTS
13340,BLMC30,BTS
13341,BLMC31,BTS
13342,BLMC32,BTS
13343,BLMC33,BTS
13344,BLMC34,BTS
13345,BLMC35,BTS
13346,BLMC37,BTS
13347,BLMC38,BTS
13348,BLMC39,BTS
13349,BLMC42,BTS
13350,BLMI01,BTS
13351,BLMI02,BTS
13352,BLMI03,BTS
13353,BLMI05,BTS
13354,BLMI06,BTS
13355,BLMN01,BTS
13385,BLMN02,BTS
13414,BLMN03,BTS
13415,BLMN04,BTS
13416,BLMN06,BTS
13417,BLMN07,BTS
13418,BLMN08,BTS
13419,SPCO05,BTS
13420,SPCO06,BTS
13421,SPCO07,BTS
13422,SPCO10,BTS
13423,SPCO12,BTS
13424,SPCO13,BTS
13425,SPCO15,BTS
13426,SPCO20,BTS
13427,SPCO27,BTS
13428,SPCR01,BTS
13429,SPCR02,BTS
13430,SPCR03,BTS
13431,SPCR04,BTS
13432,SPCR05,BTS
13433,SPCR06,BTS
13434,SPCR07,BTS
13435,SPCR08,BTS
13436,SPCR09,BTS
13437,SPCR10,BTS
13438,SPCS01,BTS
13439,SPCS02,BTS
13440,SPCS03,BTS
13441,SPCS04,BTS
13442,SPCS05,BTS
13443,SPCS06,BTS
13444,SPCS07,BTS
13445,AAAA00,BTS
13447,AAAA01,BTS
13448,AAAN01,BTS
13449,AAAN02,BTS
13450,AACT01,BTS
13451,AAJA01,BTS
13452,AAJB01,BTS
13453,AAPA01,BTS
13454,AARI01,BTS
13455,AAXT01,BTS
13456,ABAB00,BTS
13457,ABAB01,BTS
13458,ABAB02,BTS
13459,ABAE01,BTS
13460,ABAE02,BTS
13461,ABAE03,BTS
13462,ABAE04,BTS
13463,ABAE05,BTS
13464,ABAE06,BTS
13465,ABAP01,BTS
13466,BTSL01,BTS
13467,BTSL02,BTS
13468,BTSL03,BTS
13469,BTTT01,BTS
13470,BTVA01,BTS
13471,BTVI01,BTS
13472,BTVL01,BTS
13473,BUAE01,BTS
13474,BUAI01,BTS
13475,BUBO01,BTS
13476,BUBO02,BTS
13477,BUBU00,BTS
13478,BUCP01,BTS
13479,BUJP01,BTS
13480,BULG01,BTS
13481,BUMR02,BTS
13482,BUPC01,BTS
13483,BURD02,BTS
13484,BURD04,BTS
13485,BURD05,BTS
13486,BUTP01,BTS
13487,BUVA01,BTS
13488,BLMN09,BTS
13489,BLMN10,BTS
13490,BLMN11,BTS
13491,BLMN12,BTS
13492,BLMN13,BTS
13493,BLMN14,BTS
13549,BLMN15,BTS
13550,BLMN16,BTS
13551,BLMN17,BTS
13552,BLMN19,BTS
13553,SPCL11,BTS
13554,SPCL14,BTS
13555,SPCM01,BTS
13556,SPCM02,BTS
13557,SPCM03,BTS
13558,SPCM05,BTS
13559,SPCM06,BTS
13560,SPCM07,BTS
13561,SPCM08,BTS
13562,SPCM09,BTS
13563,SPCM10,BTS
13564,SPCM12,BTS
13565,SPCN01,BTS
13566,SPCN02,BTS
13567,SPCN03,BTS
13568,BLMN20,BTS
13569,BLMN23,BTS
13570,BLMN24,BTS
13571,BLMC19,BTS
13572,BLMN25,BTS
13573,BLMN26,BTS
13574,SPCN04,BTS
13575,SPCN05,BTS
13576,SPCN07,BTS
13577,SPCN08,BTS
13578,SPCN09,BTS
13579,SPCN10,BTS
13580,SPCO01,BTS
13581,SPCO02,BTS
13582,SPCO03,BTS
13583,SPCO04,BTS
13584,BLMN27,BTS
13585,BLMN28,BTS
13586,BLMN30,BTS
13587,BLMN31,BTS
13588,BLMN33,BTS
13589,BLMN34,BTS
13590,BLMN35,BTS
13591,BLMN37,BTS
13592,SPCS08,BTS
13593,SPCS09,BTS
13594,SPCS10,BTS
13595,SPCS11,BTS
13596,RJBT42,BTS
13597,RJBT44,BTS
13598,RJBT45,BTS
13599,RJBT51,BTS
13600,RJBT52,BTS
13601,RJBT53,BTS
13602,RJBT54,BTS
13603,RJBT56,BTS
13604,RJBT58,BTS
13605,RJBT59,BTS
13662,RJBT60,BTS
13663,RJBT61,BTS
13664,RJBT62,BTS
13665,RJBT64,BTS
13666,RJBT65,BTS
13667,RJBT67,BTS
13668,RJBT70,BTS
13669,RJBT71,BTS
13670,RJBT74,BTS
13671,RJBT75,BTS
13672,RJBT76,BTS
13673,RJBT77,BTS
13674,RJBT78,BTS
13675,RJBT79,BTS
13676,RJBT80,BTS
13677,RJBT81,BTS
13678,RJBT82,BTS
13679,RJBT83,BTS
13680,RJBT88,BTS
13681,RJBT92,BTS
13682,RJBT96,BTS
13683,RJBT98,BTS
13684,RJCE01,BTS
13685,RJCE02,BTS
13686,RJCE03,BTS
13687,RJCE05,BTS
13688,RJCE06,BTS
13689,RJCE07,BTS
13690,RJCE08,BTS
13707,RJCE09,BTS
13708,RJCE11,BTS
13709,RJCE12,BTS
13710,RJCE13,BTS
13711,RJCE14,BTS
13712,RJCE15,BTS
13713,RJCE16,BTS
13714,BLMN38,BTS
13715,SJJG01,BTS
13716,SJJI01,BTS
13717,SJJI02,BTS
13718,SJJM01,BTS
13719,SJJR01,BTS
13720,SJJS01,BTS
13721,SJLP01,BTS
13722,SJMA04,BTS
13723,SJMC01,BTS
13724,SJMC02,BTS
13725,SOCM01,BTS
13726,SJNA01,BTS
13727,SJNH01,BTS
13728,SJNH02,BTS
13729,SJNI01,BTS
13730,SJOC01,BTS
13731,SJPI01,BTS
13732,SJPN01,BTS
13733,SJPT01,BTS
13734,SJPV01,BTS
13735,VITR12,BTS
13737,LWCT01,BTS
13738,LXLX00,BTS
13739,LYCT01,BTS
13740,LYLY00,BTS
13741,LZCT01,BTS
13742,LZDO01,BTS
13743,LZLZ00,BTS
13744,LZLZ01,BTS
13745,IBFS01,BTS
13746,IBFS02,BTS
13747,IBFS03,BTS
13748,IBFS04,BTS
13749,IBGV34,BTS
13750,IBPS01,BTS
13751,IBTE01,BTS
13752,IBTE02,BTS
13753,IBTE03,BTS
13754,IBTE05,BTS
13755,IBVC01,BTS
13756,ICAM01,BTS
13757,ICBH13,BTS
13758,ICBH65,BTS
13759,ICDV12,BTS
13887,ICGV29,BTS
13888,ICIG01,BTS
13889,ICIT01,BTS
13890,ICKG01,BTS
13891,BLMN40,BTS
13892,BLMN43,BTS
13893,BLMN45,BTS
13894,BLMO01,BTS
13895,BLMO02,BTS
13896,BLMO03,BTS
13897,SALD02,BTS
13898,SALD03,BTS
13899,SALD04,BTS
13900,SALD05,BTS
13901,SALD06,BTS
13902,SAMO01,BTS
13903,SAMO02,BTS
13904,SAPL01,BTS
13905,SAPU01,BTS
13906,SAPU02,BTS
13907,SAVI01,BTS
13908,SBBR01,BTS
13909,SBCN01,BTS
13910,SBCR01,BTS
13911,SBCR02,BTS
13912,SBCR03,BTS
13916,SBCZ01,BTS
13917,ICVC01,BTS
13918,IDMC15,BTS
13919,IDRG01,BTS
13920,IDRG02,BTS
13921,IECT01,BTS
13922,IEIG01,BTS
13951,IEIT01,BTS
13964,IEUR35,BTS
13965,IFJZ01,BTS
13966,BLMO04,BTS
13967,BLMO05,BTS
13968,BLMO07,BTS
13969,BLMO08,BTS
13970,BLMO09,BTS
13971,BLMO10,BTS
13972,BLMO11,BTS
13973,BLMO12,BTS
13974,PGCE01,BTS
13975,PGCH01,BTS
13976,SICH01,BTS
13977,SICH02,BTS
14029,SILB01,BTS
14030,SIMC07,BTS
14031,SINP01,BTS
14032,SIVN01,BTS
14033,SJAL01,BTS
14034,SJBE01,BTS
14035,SJBE02,BTS
14036,SJBE03,BTS
14037,SJCJ01,BTS
14038,SJCR01,BTS
14039,SJCT01,BTS
14040,SJCT02,BTS
14041,SJEB01,BTS
14042,SJEM01,BTS
14043,SJEM02,BTS
14044,SJFC01,BTS
14045,SJFS01,BTS
14046,SJFS02,BTS
14047,SJFS03,BTS
14048,SJJA01,BTS
14049,SJJC01,BTS
14050,SJJC02,BTS
14051,SJJD01,BTS
14052,SJJE01,BTS
14053,SJJF47,BTS
14054,PGCC01,BTS
14055,SLJC01,BTS
14056,IGDV15,BTS
14057,IGIT01,BTS
14058,IGPE01,BTS
14059,IGPE02,BTS
14060,IGVC01,BTS
14061,IGVC03,BTS
14062,IHAR01,BTS
14063,IHGV10,BTS
14064,IISA02,BTS
14065,IISA03,BTS
14066,IIUR24,BTS
14067,IIUR45,BTS
14068,IIUR46,BTS
14150,IIUR86,BTS
14151,IIUR87,BTS
14152,IJCN01,BTS
14153,IJIT01,BTS
14154,IJVG21,BTS
14155,IJVG80,BTS
14156,IJVG81,BTS
14157,IJVG82,BTS
14158,IKCE01,BTS
14159,IKFS01,BTS
14160,ILIT01,BTS
14161,ILIT02,BTS
14162,ILIT03,BTS
14163,ILIT04,BTS
14164,ILIT05,BTS
14165,ILIT06,BTS
14166,ILIT07,BTS
14167,ILIT08,BTS
14168,ILIT09,BTS
14169,ILIT10,BTS
14170,CSTN07,BTS
14171,JNPS01,BTS
14172,JNSG01,BTS
14173,JNSH01,BTS
14174,JNTJ01,BTS
14175,JNTU01,BTS
14176,JNVL01,BTS
14177,JNVR01,BTS
14178,JOCT01,BTS
14179,JOCT02,BTS
14180,JOJO00,BTS
14181,JORD01,BTS
14203,JORD02,BTS
14204,JPAA01,BTS
14205,JPAG00,BTS
14206,JPAL00,BTS
14207,JPAL01,BTS
14208,JPAM00,BTS
14209,JPBM00,BTS
14210,JPBS01,BTS
14211,JPBS02,BTS
14212,JPBS03,BTS
14213,JPBS04,BTS
14214,JPBS05,BTS
14215,JPBS08,BTS
14216,JPCA00,BTS
14217,JPCA01,BTS
14218,JPCB00,BTS
14219,JPCB01,BTS
14220,JPCE00,BTS
14221,JPCE01,BTS
14222,JPCE02,BTS
14223,JPCE04,BTS
14224,JPCE05,BTS
14225,JPCE07,BTS
14243,JPCE09,BTS
14244,JPCO00,BTS
14245,JPCT02,BTS
14246,JPCT03,BTS
14247,JPCX00,BTS
14248,JPCX01,BTS
14249,JPDH01,BTS
14250,JPDI01,BTS
14251,CZVM02,BTS
14252,DAAS01,BTS
14253,DAAS02,BTS
14254,DADA00,BTS
14255,DAMG01,BTS
14256,DARD01,BTS
14257,DBCT01,BTS
14258,DBDB00,BTS
14259,DBDB01,BTS
14260,DBRD01,BTS
14261,JPDT00,BTS
14262,JPDT01,BTS
14263,JPEG00,BTS
14264,JPEG02,BTS
14265,JPEJ01,BTS
14266,JPET00,BTS
14267,JPEX01,BTS
14268,JPIE00,BTS
14269,JPJA01,BTS
14270,UBPA01,BTS
14271,UBPD01,BTS
14272,UBPG01,BTS
14273,UBPV01,BTS
14274,UBTO01,BTS
14275,UBTT08,BTS
14276,UBTT09,BTS
14277,UBUR01,BTS
14278,UBUR02,BTS
14279,UBUR03,BTS
14280,UBUR04,BTS
14281,UBUR05,BTS
14282,UBUR06,BTS
14283,UBUR07,BTS
14284,UBUR08,BTS
14285,UBUR09,BTS
14286,UBUR10,BTS
14287,UBUR11,BTS
14288,UBUR12,BTS
14289,UBUR13,BTS
14295,UBUR14,BTS
14296,UBUR15,BTS
14297,UBUR16,BTS
14298,UBUR18,BTS
14299,UBUR21,BTS
14300,UBUR23,BTS
14301,UBUR24,BTS
14302,UBUR25,BTS
14303,UBUR26,BTS
14304,UBUR27,BTS
14305,UCCN01,BTS
14306,UCIT01,BTS
14307,UFBV01,BTS
14308,UIIT01,BTS
14309,UJCT01,BTS
14310,UNIT01,BTS
14311,UNMC04,BTS
14312,UNMC55,BTS
14313,UPCT01,BTS
14314,URAC01,BTS
14315,URAP03,BTS
14316,URBR01,BTS
14317,URBR59,BTS
14318,URCE01,BTS
14319,URCE02,BTS
14320,URCG01,BTS
14321,URCG02,BTS
14322,URCJ08,BTS
14323,URCN80,BTS
14324,URCP10,BTS
14325,URDF85,BTS
14326,URDI01,BTS
14327,URDI02,BTS
14328,URDI05,BTS
14329,URGR01,BTS
14330,URGS01,BTS
14331,URIN54,BTS
14332,URJC01,BTS
14333,CTLN01,BTS
14334,CTLT01,BTS
14335,CTMA01,BTS
14336,CTMD01,BTS
14337,CTME01,BTS
14338,CTMS01,BTS
14339,CTMU01,BTS
14340,CTNA01,BTS
14342,CTNM01,BTS
14343,CTNP01,BTS
14344,STPP05,BTS
14345,STRC01,BTS
14346,STRD02,BTS
14352,STRM01,BTS
14353,STRM02,BTS
14354,STRM03,BTS
14355,STRM04,BTS
14356,STRM05,BTS
14357,STRM06,BTS
14358,POVG62,BTS
14359,POVG79,BTS
14360,POVH26,BTS
14361,POVH27,BTS
14362,PPDV53,BTS
14363,PPMC01,BTS
14364,PPMC13,BTS
14365,PPMC37,BTS
14366,PPSG01,BTS
14367,PPSG02,BTS
14368,PPVG90,BTS
14369,PQDV52,BTS
14370,PQVG51,BTS
14371,PRDV48,BTS
14372,PRIT01,BTS
14373,PRIT03,BTS
14374,PRMC03,BTS
14375,PRMC44,BTS
14376,PRNA01,BTS
14377,PRNA02,BTS
14378,PRNA03,BTS
14379,PRNA04,BTS
14380,PRNA05,BTS
14381,PRNA06,BTS
14382,PRVH02,BTS
14383,PSCA01,BTS
14384,BSNC01,BTS
14385,BSPP01,BTS
14386,BSRD01,BTS
14387,BUVE01,BTS
14388,BUVP01,BTS
14389,BVBV00,BTS
14390,BVCT01,BTS
14391,BVRD01,BTS
14392,BVSI01,BTS
14393,BVST01,BTS
14394,BVST02,BTS
14395,BVST03,BTS
14396,BVST04,BTS
14397,BVST05,BTS
14398,BVST06,BTS
14439,BVST07,BTS
14440,BVST08,BTS
14441,BVST09,BTS
14442,BVST10,BTS
14443,BVST12,BTS
14444,BVST13,BTS
14445,BVST14,BTS
14446,BVST15,BTS
14447,BVST16,BTS
14448,BVST17,BTS
14452,BVST18,BTS
14453,BVST19,BTS
14454,BVST20,BTS
14455,BVST22,BTS
14456,BVST23,BTS
14457,CTNS01,BTS
14458,CTOP01,BTS
14459,CTOR01,BTS
14460,CTPA01,BTS
14461,CTPC01,BTS
14462,CTPE01,BTS
14463,CTPG01,BTS
14464,CTPI01,BTS
14465,CTPJ01,BTS
14466,CTPL01,BTS
14467,CTPM01,BTS
14468,CTPN01,BTS
14469,CTPO01,BTS
14470,CTPP02,BTS
14471,CTPQ01,BTS
14472,CTPR01,BTS
14473,CTPS01,BTS
14474,CTPU01,BTS
14475,CTPV01,BTS
14476,CTPZ01,BTS
14477,CTQB01,BTS
14478,CTRB01,BTS
14479,CTRF01,BTS
14486,CTRG01,BTS
14487,CTRI01,BTS
14488,CTRP01,BTS
14489,CTRU51,BTS
14490,CTRV01,BTS
14491,CTRZ01,BTS
14492,CTSB01,BTS
14493,CTSB02,BTS
14494,CTSC01,BTS
14495,PETR10,BTS
14496,PETR11,BTS
14497,PETR12,BTS
14498,PSDV50,BTS
14499,PSIT01,BTS
14500,PSIT02,BTS
14501,PSIT03,BTS
14502,PSIT04,BTS
14503,PSIT05,BTS
14504,PSIT06,BTS
14505,PSIT07,BTS
14506,PSVG14,BTS
14507,PSVH01,BTS
14508,PSVH22,BTS
14509,PSVH28,BTS
14510,PTUD13,BTS
14511,PTUR14,BTS
14512,PTUR15,BTS
14513,PTUR16,BTS
14514,PTUR17,BTS
14515,PTUR63,BTS
