,CI_NAME,EQUIPTYPE
2133,NANA01,BTS
2134,NAZA00,BTS
2135,NBAO01,BTS
2136,NBCT01,BTS
2137,VCBG02,BTS
2138,SPSM08,BTS
2139,SPSM09,BTS
2140,SPSM10,BTS
2141,SPSM11,BTS
2142,SPSM12,BTS
2143,SPSM14,BTS
2144,SPSM15,BTS
2145,SPSM17,BTS
2146,SPSM20,BTS
2147,SPSM22,BTS
2148,SPSM25,BTS
2149,SPSM27,BTS
2150,SPSM28,BTS
2151,SPSM29,BTS
2152,SPSM30,BTS
2153,SPSM31,BTS
2154,SPSM32,BTS
2155,SPSM33,BTS
2156,SPSM34,BTS
2157,SPSM35,BTS
2158,SPSM36,BTS
2159,SDSD04,BTS
2160,SDSD05,BTS
2161,SDSD06,BTS
2162,SDSD07,BTS
2163,SDSD08,BTS
2164,SDSD09,BTS
2165,SDSR01,BTS
2166,SEJF01,BTS
2167,SEJJ02,BTS
2168,SEJR01,BTS
2169,SESE00,BTS
2170,SETA00,BTS
2171,SETO01,BTS
2172,SEVI01,BTS
2173,SFBA01,BTS
2174,SFCT01,BTS
2175,SFCT02,BTS
2176,SFCT03,BTS
2177,SFIA01,BTS
2178,SFOB01,BTS
2179,SFSF00,BTS
2180,SFXU01,BTS
2181,SFXU02,BTS
2182,SGAR01,BTS
2183,VCBH52,BTS
2184,VCBH53,BTS
2186,VCBH54,BTS
2187,VCCE01,BTS
2188,VCCE02,BTS
2189,VCCE03,BTS
2190,VCCE05,BTS
2191,VCCE06,BTS
2192,VCCE08,BTS
2193,VCCE09,BTS
2194,VCCE11,BTS
2195,VCCE14,BTS
2196,VGAM01,BTS
2197,VGAS02,BTS
2198,VGBN01,BTS
2199,VGBP61,BTS
2200,VGGT01,BTS
2201,VGJA32,BTS
2202,VGJP33,BTS
2203,VGPC01,BTS
2204,VGRB15,BTS
2205,VGRD01,BTS
2206,VGVC01,BTS
2207,VJCN01,BTS
2208,VLFS01,BTS
2209,VLFS02,BTS
2210,VLMC25,BTS
2211,VLSG01,BTS
2212,VNUR72,BTS
2213,VPAM01,BTS
2214,VPCA03,BTS
2215,VPCF01,BTS
2216,VPCF02,BTS
2217,VPGA01,BTS
2218,VPIO01,BTS
2219,VPIO02,BTS
2220,VPIO03,BTS
2221,VPJG05,BTS
2222,VPMA04,BTS
2223,VRDI01,BTS
2224,VRJF19,BTS
2225,VRJF60,BTS
2226,VTFS01,BTS
2227,VUCN01,BTS
2228,VVCT01,BTS
2229,VWCE01,BTS
2230,VZMC01,BTS
2231,VZMC27,BTS
2232,VCBH06,BTS
2233,URJE01,BTS
2234,URJK08,BTS
2235,URJR01,BTS
2236,URLF56,BTS
2237,URMA55,BTS
2238,URMB01,BTS
2239,URMB79,BTS
2240,URMH04,BTS
2241,URNS61,BTS
2242,UROR09,BTS
2243,URPC60,BTS
2244,URPE09,BTS
2245,URPL42,BTS
2246,URPR07,BTS
2247,URPS06,BTS
2248,URPU01,BTS
2249,URSJ01,BTS
2250,URSJ11,BTS
2251,URSM01,BTS
2252,URSM02,BTS
2253,URSM58,BTS
2254,URSP01,BTS
2255,URSP07,BTS
2256,URSU01,BTS
2257,URTA78,BTS
2258,URTB57,BTS
2259,URTI02,BTS
2260,URTO10,BTS
2261,URUR12,BTS
2262,URUR43,BTS
2263,URUR47,BTS
2264,URUR48,BTS
2265,URUR49,BTS
2266,URVC01,BTS
2267,URVS01,BTS
2268,USCE01,BTS
2269,UTIT01,BTS
2270,UUAR01,BTS
2271,UUNG01,BTS
2272,UWCE01,BTS
2273,UYCE01,BTS
2274,UZJT01,BTS
2275,VINA01,BTS
2276,SGBP01,BTS
2277,SGOB01,BTS
2278,SGQC01,BTS
2279,SGRD01,BTS
2280,SGSG00,BTS
2281,NLCT01,BTS
2283,PETR50,BTS
2285,VGOB01,BTS
2286,NBNB00,BTS
2287,NBRD01,BTS
2291,SPVR09,BTS
2292,SPVR10,BTS
2293,SPVS01,BTS
2294,SPVS02,BTS
2295,SPVS03,BTS
2296,SPVS04,BTS
2297,SPVS05,BTS
2298,SPVS06,BTS
2299,SPVS08,BTS
2300,SPVS09,BTS
2301,SPVT01,BTS
2302,SPVT02,BTS
2303,SPVT03,BTS
2304,SPVT04,BTS
2305,SPVT06,BTS
2306,SPVT07,BTS
2307,SPVX01,BTS
2308,SLER98,BTS
2309,YCVN51,BTS
2313,VERM01,BTS
2317,VINMW01,BTS
2318,SJAR01,BTS
2319,SJAR02,BTS
2320,SJAR03,BTS
2321,SJAR05,BTS
2322,SJBA01,BTS
2323,SJBA02,BTS
2324,SJBA03,BTS
2325,SJBA06,BTS
2326,SJBA07,BTS
2327,SJBR01,BTS
2328,SJBV01,BTS
2329,SJCA01,BTS
2330,SJCE01,BTS
2331,SJCO01,BTS
2332,SJDV01,BTS
2333,SJDV02,BTS
2334,SJER01,BTS
2338,FALG01,BTS
2339,GUPI04,BTS
2340,VFRE01,BTS
2341,MSAE00,BTS
2342,MSAE01,BTS
2343,SGSG01,BTS
2344,SGSG02,BTS
2346,SGSG06,BTS
2347,SGUA01,BTS
2348,SHCT01,BTS
2349,SHEA01,BTS
2350,SHEA02,BTS
2351,SHSH00,BTS
2352,SHSH01,BTS
2353,SHSH02,BTS
2354,SIBA01,BTS
2355,ESES01,BTS
2356,ESTL01,BTS
2357,ESTL02,BTS
2358,ESUR01,BTS
2359,ESUR02,BTS
2360,ESUR03,BTS
2361,ESUR04,BTS
2362,EVMO01,BTS
2363,FACE01,BTS
2364,VIVI00,BTS
2366,SILS01,BTS
2367,SISI00,BTS
2368,SJKM01,BTS
2369,SJOB01,BTS
2370,SJOG01,BTS
2371,SJRM01,BTS
2372,SJSJ00,BTS
2373,SJSJ02,BTS
2374,SJXG01,BTS
2375,SKCA01,BTS
2376,SKCT01,BTS
2377,SKJB01,BTS
2378,SKJP01,BTS
2379,SKMS01,BTS
2380,SKNS01,BTS
2381,SKRD01,BTS
2382,SKSF01,BTS
2383,SKSG01,BTS
2384,SKSK00,BTS
2385,SKTA01,BTS
2386,SKUF01,BTS
2387,SKVM01,BTS
2425,SKVP02,BTS
2426,VIGI01,BTS
2427,VFRE02,BTS
2428,MSCN00,BTS
2429,MSCT01,BTS
2430,MSNB00,BTS
2431,MSNB01,BTS
2432,MSRD01,BTS
2433,MSSA00,BTS
2434,MSSM00,BTS
2435,MSSM01,BTS
2436,MSSM02,BTS
2437,MSSM04,BTS
2438,FRBC02,BTS
2439,FSCE04,BTS
2440,FVCT01,BTS
2441,SPST03,BTS
2442,SPST05,BTS
2443,SPST06,BTS
2444,SPST08,BTS
2445,SPST11,BTS
2446,SPST12,BTS
2447,SPST14,BTS
2448,SPST15,BTS
2449,SPSU01,BTS
2450,SPSU02,BTS
2451,SPSU03,BTS
2452,SPSU04,BTS
2453,SPSU05,BTS
2454,SPSU06,BTS
2455,SPSU07,BTS
2456,SPSU08,BTS
2457,SPTC01,BTS
2458,SPTC02,BTS
2459,SPTC03,BTS
2460,SPTC04,BTS
2461,SPTC05,BTS
2462,SPTC06,BTS
2463,SPTC08,BTS
2464,SPTC09,BTS
2465,SPTC10,BTS
2466,SPTC11,BTS
2467,SPTC12,BTS
2468,SPTC13,BTS
2469,SPTC14,BTS
2470,SPTR01,BTS
2471,SPTR02,BTS
2472,SPTR03,BTS
2473,SPTR05,BTS
2474,SPTR06,BTS
2475,SPTR07,BTS
2476,SPTT01,BTS
2477,SPTT02,BTS
2520,SPTT03,BTS
2521,SPTT04,BTS
2522,SPTT07,BTS
2523,SPTT08,BTS
2524,MQGV35,BTS
2525,MQPS01,BTS
2526,MQRP01,BTS
2527,MQVC01,BTS
2528,MRAC01,BTS
2529,MRCE01,BTS
2530,MRCM01,BTS
2531,MRCV02,BTS
2532,MRFD01,BTS
2533,MRLP01,BTS
2534,MRTP01,BTS
2535,MRUR18,BTS
2536,MRUR83,BTS
2537,MRUR84,BTS
2538,MRVR01,BTS
2539,MSAG01,BTS
2540,MSFS01,BTS
2541,MSVG36,BTS
2542,MTDV34,BTS
2543,MTGV11,BTS
2544,MTPL01,BTS
2545,MTVC01,BTS
2546,MTVG11,BTS
2547,MUAR01,BTS
2548,MUGV25,BTS
2549,MUIT01,BTS
2550,MUIT02,BTS
2551,MUJF13,BTS
2552,MUJF31,BTS
2553,MUJF92,BTS
2554,SPTT09,BTS
2555,SPTT10,BTS
2556,SPTT11,BTS
2557,SPTT12,BTS
2558,SPTT13,BTS
2559,SPTT14,BTS
2560,SPTT15,BTS
2561,SPVA01,BTS
2562,SPVA02,BTS
2563,SPVA03,BTS
2564,SPVA04,BTS
2565,SPVA05,BTS
2566,SPVA06,BTS
2567,SPVA07,BTS
2568,GMFS01,BTS
2569,GMHE01,BTS
2570,GMLM01,BTS
2571,GMRD01,BTS
2623,VITR28,BTS
2624,VITR31,BTS
2625,VITR32,BTS
2626,VITR33,BTS
2627,VITR34,BTS
2628,VITR35,BTS
2629,VLPA01,BTS
2630,VNOV01,BTS
2631,VRED02,BTS
2632,VRED03,BTS
2633,VRED04,BTS
2634,VRED05,BTS
2635,VRED06,BTS
2719,VRED07,BTS
2720,VRED08,BTS
2721,VRED09,BTS
2722,VRED10,BTS
2723,VRED11,BTS
2724,VRED12,BTS
2725,VRED15,BTS
2726,VRMO01,BTS
2727,VSAI01,BTS
2728,VSAI02,BTS
2734,VSAI03,BTS
2735,VSAI04,BTS
2736,VTMR01,BTS
2737,VVAL01,BTS
2738,VVLH01,BTS
2739,VVLH03,BTS
2740,VVLH04,BTS
2741,VVLH05,BTS
2742,VVLH06,BTS
2743,VVLH07,BTS
2744,VVLH08,BTS
2745,VVLH09,BTS
2746,VVLH10,BTS
2747,VVLH11,BTS
2748,VVLH12,BTS
2749,VVLH14,BTS
2750,VVLH16,BTS
2751,VVLH19,BTS
2752,VVLH22,BTS
2753,VVLH24,BTS
2754,VVLH25,BTS
2755,VVLH26,BTS
2825,SPBT07,BTS
2826,SPBU01,BTS
2827,SPBU02,BTS
2828,SPBU03,BTS
2829,SPBU04,BTS
2830,SPBU05,BTS
2831,SPBU08,BTS
2832,MCLV00,BTS
2833,MCMN00,BTS
2834,MCMN01,BTS
2835,MCMN03,BTS
2836,MCMN04,BTS
2839,MCJT03,BTS
2840,MCJT04,BTS
2841,MCJT05,BTS
2842,FSCE02,BTS
2843,FSCE03,BTS
2844,FSCE05,BTS
2845,FSCE06,BTS
2846,FSCE07,BTS
2847,FSCE08,BTS
2848,FSCE09,BTS
2849,FSCE10,BTS
2850,FSCE11,BTS
2851,FSCE12,BTS
2852,FSCE13,BTS
2853,FSCE14,BTS
2854,FSCE16,BTS
2855,FSCE17,BTS
2856,ITPN03,BTS
2857,MZFMW02,BTS
2858,FSCE18,BTS
2859,FSCE19,BTS
2860,FSCE20,BTS
2861,FSCE21,BTS
2862,FSCE22,BTS
2863,FSCE23,BTS
2864,FSCE26,BTS
2865,FSCE27,BTS
2866,FSCE32,BTS
2867,FSCE33,BTS
2868,FSCE41,BTS
2869,FSMC17,BTS
2870,FTCE01,BTS
2871,FVJH01,BTS
2872,FVPD01,BTS
2873,FVPD02,BTS
2874,FVPD03,BTS
2875,FVSM01,BTS
2876,FXAS01,BTS
2877,FZVG56,BTS
2878,GACN01,BTS
2879,GAMA01,BTS
2880,GAMA02,BTS
2881,GAMA03,BTS
2882,GAMA04,BTS
2883,GAMA06,BTS
2884,GAMA07,BTS
2885,GAMA11,BTS
2886,GBVC01,BTS
2887,GBVC02,BTS
2888,GBVC03,BTS
2889,GFCN01,BTS
2890,GGCN01,BTS
2900,SPBU10,BTS
2901,SPBU11,BTS
2902,SPBU12,BTS
2903,SPBU14,BTS
2944,SPBU16,BTS
2945,SPBV01,BTS
2946,SPBV02,BTS
2947,SPBV03,BTS
2948,SPBV04,BTS
2949,SPBV05,BTS
2950,SPBV06,BTS
2951,SPBV07,BTS
2952,SPBV08,BTS
2956,SPBV11,BTS
2957,SPBV12,BTS
2958,SPBV13,BTS
2959,SPBV14,BTS
2960,SPBV16,BTS
2961,SPBV17,BTS
2962,SPBV20,BTS
2963,SPBV21,BTS
2964,SPBV24,BTS
2965,SPBV31,BTS
2966,SPCA02,BTS
2967,SPCA03,BTS
2968,SPCB01,BTS
2969,SPCB03,BTS
2970,SPCB04,BTS
2971,SPCB05,BTS
2972,SPCB06,BTS
2973,SPCB07,BTS
2974,SPCB08,BTS
2988,ITNA01,BTS
2989,MMGV27,BTS
2990,MMJZ01,BTS
2991,MMUR28,BTS
2992,MMUR37,BTS
2993,MMUR38,BTS
3008,MMUR44,BTS
3009,MMVG91,BTS
3010,MNFS01,BTS
3011,MNGV13,BTS
3012,MNIG01,BTS
3013,MNIG02,BTS
3014,MNOR01,BTS
3015,MOCN01,BTS
3141,MOMC19,BTS
3142,MOVC01,BTS
3143,MPBH57,BTS
3144,MPVG76,BTS
3145,ITPN01,BTS
3146,ITPN02,BTS
3224,ITPN05,BTS
3225,ITPN06,BTS
3226,ITPN07,BTS
3227,ITPN08,BTS
3228,ITVA01,BTS
3229,IUMO01,BTS
3230,IUNA01,BTS
3231,IVCE01,BTS
3264,IVCE02,BTS
3265,IVIR01,BTS
3266,IVIR02,BTS
3267,IVTE01,BTS
3268,ITPN04,BTS
3269,IWCE01,BTS
3270,SPBU09,BTS
3271,SPCB11,BTS
3272,SPCB12,BTS
3273,SPCB14,BTS
3274,SPCB15,BTS
3275,SPCB16,BTS
3276,SPCB17,BTS
3277,SPCB18,BTS
3278,SPCB20,BTS
3279,SOBR01,BTS
3280,SOBR02,BTS
3281,SOCE01,BTS
3282,SOCE03,BTS
3315,SOCM51,BTS
3316,SOCP01,BTS
3317,SOCP02,BTS
3319,SOCS01,BTS
3320,SOES01,BTS
3321,SOIB01,BTS
3322,SOKK01,BTS
3323,SPVA10,BTS
3324,SPVA11,BTS
3325,SPVA12,BTS
3326,SPVA14,BTS
3327,SPVA15,BTS
3328,SPVC01,BTS
3329,SPVC03,BTS
3330,SPVC04,BTS
3331,SPVD01,BTS
3332,SPVD02,BTS
3333,SPVD03,BTS
3334,SPVD04,BTS
3335,SPVD05,BTS
3336,SPVD06,BTS
3337,SPVF02,BTS
3338,SPVF03,BTS
3339,SPVF04,BTS
3340,SPVF05,BTS
3341,SPVF06,BTS
3342,SPVF07,BTS
3343,SPVF08,BTS
3344,SPVF09,BTS
3345,SPVG01,BTS
3346,SPVG02,BTS
3347,SPVG04,BTS
3382,SPVG05,BTS
3383,SOKS01,BTS
3384,SOMO01,BTS
3385,SONP01,BTS
3386,SONP02,BTS
3387,SONP03,BTS
3388,SONP04,BTS
3389,SONP05,BTS
3390,SONP06,BTS
3391,SONP07,BTS
3392,SONR01,BTS
3393,SOPB01,BTS
3394,SORE01,BTS
3395,SORE02,BTS
3396,SOSI01,BTS
3397,SOSI02,BTS
3398,SOSM01,BTS
3399,SOSR01,BTS
3400,SPCT01,BTS
3401,SPGA01,BTS
3402,SPGA03,BTS
3403,SPMO01,BTS
3404,SPSS01,BTS
3405,SPSS02,BTS
3406,SPSS03,BTS
3407,BCBC00,BTS
3408,BCBC01,BTS
3409,BDBD00,BTS
3410,BDBD01,BTS
3411,BDCA01,BTS
3412,SPCV01,BTS
3413,SPCV03,BTS
3414,SPCV05,BTS
3415,SPCV07,BTS
3416,SPCV08,BTS
3417,SPCV16,BTS
3418,SPCV17,BTS
3419,SPCV18,BTS
3420,SPCV19,BTS
3421,SPCV20,BTS
3422,SPCY01,BTS
3423,SPCY02,BTS
3424,SPCY03,BTS
3425,SPCY04,BTS
3426,SPEM01,BTS
3427,SPEM03,BTS
3428,SPEM04,BTS
3429,SPEM05,BTS
3430,SPEM06,BTS
3431,SPEM07,BTS
3432,BDCA02,BTS
3433,BDCA03,BTS
3434,BDCT01,BTS
3435,BDDI01,BTS
3481,BDOB01,BTS
3488,BDQS01,BTS
3489,BDRD01,BTS
3490,BDRD02,BTS
3491,BDVE01,BTS
3492,BEBE00,BTS
3493,BEBE01,BTS
3494,BECT01,BTS
3495,BEQI01,BTS
3496,BERD01,BTS
3497,BERD02,BTS
3498,BERD03,BTS
3499,BFBF00,BTS
3500,BFJA01,BTS
3501,BGBG00,BTS
3502,BGCT01,BTS
3503,BGCT02,BTS
3504,BGOB01,BTS
3505,BGRD01,BTS
3506,BGXC01,BTS
3507,BHBH00,BTS
3508,BHBH01,BTS
3509,BHBH02,BTS
3510,BHBH03,BTS
3511,BHNB01,BTS
3512,BIBI00,BTS
3513,BIBI01,BTS
3514,BIFF01,BTS
3515,BIHS01,BTS
3516,BIHS02,BTS
3517,BIPS01,BTS
3518,BIRD01,BTS
3519,VAOR08,BTS
3520,VAOR09,BTS
3521,VAOR10,BTS
3522,VAOR11,BTS
3523,VAOR12,BTS
3524,VARG01,BTS
3525,VASS01,BTS
3526,VASS02,BTS
3527,VASS03,BTS
3528,VCCT01,BTS
3529,VEBR01,BTS
3530,VECE01,BTS
3531,VECR01,BTS
3532,ZWCN01,BTS
3533,ASLS02,BTS
3534,ASLS04,BTS
3535,ASLS05,BTS
3536,ASLS06,BTS
3537,ASLS07,BTS
3538,SPJC02,BTS
3539,SPJD01,BTS
3540,SPJF27,BTS
3541,SPJG01,BTS
3542,SPJG04,BTS
3543,SPJH01,BTS
3544,SPJH02,BTS
3545,SPJM01,BTS
3546,SPJN01,BTS
3547,SPJN02,BTS
3548,SPJN03,BTS
3549,SPJN04,BTS
3550,SPJN05,BTS
3551,SPJN06,BTS
3552,SPEM09,BTS
3553,SPFO02,BTS
3554,SPFO03,BTS
3555,SPFO04,BTS
3556,SPFO05,BTS
3557,SPFO06,BTS
3558,SPGJ01,BTS
3559,SPGJ02,BTS
3560,SPGN01,BTS
3561,SPGR01,BTS
3562,SPGR02,BTS
3563,SPCS12,BTS
3564,BHBA02,BTS
3565,BHCE22,BTS
3566,SPJN08,BTS
3567,SPJN10,BTS
3568,SPSM55,BTS
3569,SPSM57,BTS
3570,SPSO03,BTS
3571,SPSR01,BTS
3572,SPSR02,BTS
3573,SPSR03,BTS
3574,SPSR04,BTS
3575,SPSR05,BTS
3576,SPSR07,BTS
3577,SPSR09,BTS
3581,SPST01,BTS
3582,SPST02,BTS
3583,SEBE01,BTS
3584,SECT01,BTS
3585,SEFS01,BTS
3586,SEFS02,BTS
3587,SEJE01,BTS
3588,SEVG20,BTS
3589,SEVH17,BTS
3590,SFMC08,BTS
3591,SFSA01,BTS
3592,SFSA02,BTS
3593,SFSA03,BTS
3594,SFSA04,BTS
3595,SFSA05,BTS
3596,SFSA06,BTS
3597,SFSA07,BTS
3598,SGFS01,BTS
3599,SGGG01,BTS
3600,SGUR25,BTS
3601,SHGG01,BTS
3602,SHGG02,BTS
3603,SHGG03,BTS
3604,SHVC01,BTS
3605,SHVG78,BTS
3606,GHCE01,BTS
3607,GICE01,BTS
3608,GING01,BTS
3609,GJCE01,BTS
3610,GKCN01,BTS
3611,GLFS01,BTS
3612,GMCT02,BTS
3613,SUCE51,BTS
3614,BHCE33,BTS
3615,BHCS30,BTS
3616,BHLE07,BTS
3617,BHNO03,BTS
3630,CCIT03,BTS
3631,CCSJ02,BTS
3632,CCVC02,BTS
3633,CGMM02,BTS
3676,CGMM03,BTS
3677,CRBH36,BTS
3678,CTJG01,BTS
3679,CVXL01,BTS
3759,CZRO02,BTS
3760,ZPCT01,BTS
3761,CLVG05,BTS
3763,CLVG58,BTS
3764,CMAN01,BTS
3765,CMBH62,BTS
3766,CMDV13,BTS
3767,CMFS01,BTS
3768,CMFV01,BTS
3769,CMGG01,BTS
3770,CMPL01,BTS
3771,CMSB01,BTS
3772,CMSI01,BTS
3773,CMUR31,BTS
3774,CMVG31,BTS
3775,CMVG59,BTS
3776,CMVH04,BTS
3777,CMVH20,BTS
3778,CMVN01,BTS
3779,CNAR01,BTS
3780,CNBP01,BTS
3781,CNFS01,BTS
3782,CNFS02,BTS
3783,CNGV07,BTS
3784,SPCD10,BTS
3785,SPCD11,BTS
3786,SPCD13,BTS
3787,SPCD15,BTS
3788,SPCE01,BTS
3789,SPCE04,BTS
3790,SPCE06,BTS
3791,SPCE07,BTS
3792,SPCE08,BTS
3794,SPCE09,BTS
3795,SPCG01,BTS
3796,SPCG02,BTS
3799,SPCG03,BTS
3800,SPCG04,BTS
3801,SPCG05,BTS
3802,SPCG06,BTS
3803,SPCG07,BTS
3804,SPCG08,BTS
3805,SPCG09,BTS
3806,SPCG10,BTS
3807,SPCG12,BTS
3808,SPCI01,BTS
3809,SPCI02,BTS
3810,SPCI03,BTS
3811,SPCI04,BTS
3812,SPCI05,BTS
3813,SPCI06,BTS
3814,SPCI07,BTS
3815,SPCL01,BTS
3816,SPCL02,BTS
3817,SPCL03,BTS
3818,SPCL04,BTS
3819,PIRA03,BTS
3820,PIRA04,BTS
3821,PIRA05,BTS
3822,PIRA06,BTS
3823,PIRA09,BTS
3824,PIUR01,BTS
3829,PIVD01,BTS
3830,PIVE01,BTS
3831,PJCE01,BTS
3832,PKCE01,BTS
3833,PKCE02,BTS
3834,PLAF01,BTS
3835,PLAR01,BTS
3836,PLBV01,BTS
3837,PLCE01,BTS
3838,PLEB01,BTS
3839,PLGE01,BTS
3840,PLMO01,BTS
3841,PLNH01,BTS
3842,PLPF01,BTS
3843,PLPI01,BTS
3844,PLPS01,BTS
3851,PLPV01,BTS
3852,PLTR01,BTS
3854,PLTR02,BTS
3859,PLTR03,BTS
3860,PLTR04,BTS
3861,PLTR05,BTS
3862,PLTR06,BTS
3863,PLTR07,BTS
3864,PLTR08,BTS
3865,PLTR09,BTS
3866,PLTR10,BTS
3867,PLTR11,BTS
3868,PLTR12,BTS
3869,PLTR13,BTS
3870,PLTR15,BTS
3871,PLTR16,BTS
3872,PLTR17,BTS
3873,PLTR18,BTS
3874,PLTR21,BTS
3875,PLTR22,BTS
3876,PLTR24,BTS
3877,CNJZ01,BTS
3878,CNMC29,BTS
3879,CNMC54,BTS
3880,CNOG01,BTS
3881,CNUR01,BTS
3882,CNUR66,BTS
3883,CNUR81,BTS
3884,CNVG01,BTS
3885,CNVG71,BTS
3886,COBH08,BTS
3887,COCA01,BTS
3888,COCP01,BTS
3889,CODV29,BTS
3890,COFS01,BTS
3891,COGJ03,BTS
3892,COGV01,BTS
3893,COJP02,BTS
3894,COJS01,BTS
3895,COJS02,BTS
3896,COMS01,BTS
3897,CONC01,BTS
3898,CONG01,BTS
3907,COSF01,BTS
3910,COSR01,BTS
3911,COVG01,BTS
3912,COVG96,BTS
3913,COVH05,BTS
3914,COVJ01,BTS
3915,COVJ02,BTS
3916,COWU01,BTS
3917,CPAR01,BTS
3918,CPDV24,BTS
3919,CPDV62,BTS
3920,SLSH01,BTS
3921,SLSJ01,BTS
4038,CPGV09,BTS
4039,CPUR33,BTS
4040,CPVG69,BTS
4041,CQFS01,BTS
4042,CQVG33,BTS
4043,CRAE01,BTS
4044,CRBH37,BTS
4045,CRBH46,BTS
4046,CRBH66,BTS
4047,CRBH74,BTS
4048,CRBS01,BTS
4049,CPFS01,BTS
4050,CRBS02,BTS
4051,CRCT01,BTS
4052,CRDV51,BTS
4053,CRFS01,BTS
4054,SSAT03,BTS
4055,SSCE01,BTS
4056,SSNR01,BTS
4057,SSPQ01,BTS
4058,SSRO01,BTS
4059,STAM01,BTS
4060,STBC01,BTS
4061,STER01,BTS
4062,STLP01,BTS
4063,STMM01,BTS
4064,STMO01,BTS
4065,STOB01,BTS
4066,STTO02,BTS
4067,STTO51,BTS
4068,SUMI01,BTS
4069,SUMI02,BTS
4070,SUMI03,BTS
4071,SUMI05,BTS
4072,SVCE01,BTS
4073,SVDR01,BTS
4074,SVMO01,BTS
4075,SVRR01,BTS
4076,SVRR02,BTS
4077,SVZR01,BTS
4078,SWCE01,BTS
4079,SWJP01,BTS
4080,SWNO01,BTS
4081,SWWC01,BTS
4082,SXOB01,BTS
4083,SXTR01,BTS
4084,SYCE01,BTS
4085,SYMO01,BTS
4086,SZCA51,BTS
4087,TACE01,BTS
4088,TAER01,BTS
4089,TAER02,BTS
4090,TAVA01,BTS
4091,TBCT01,BTS
4092,TBPA01,BTS
4093,SPCB23,BTS
4094,SPCC01,BTS
4095,SPCC02,BTS
4096,SPCC04,BTS
4097,SPCC05,BTS
4098,SPCC06,BTS
4099,SPCD01,BTS
4100,SPCD02,BTS
4101,SPCD03,BTS
4102,SPCD04,BTS
4103,PLTR25,BTS
4104,PLTR27,BTS
4105,PLTV01,BTS
4106,PMBT01,BTS
4107,PMLG01,BTS
4108,PMLG02,BTS
4110,SPSM06,BTS
4111,RJBT35,BTS
4112,RJCE04,BTS
4113,RJCE10,BTS
4114,RJCE29,BTS
4115,RJIG32,BTS
4116,RJLG21,BTS
4117,RJLG24,BTS
4118,RJLG31,BTS
4119,RJPE16,BTS
4120,RJPE19,BTS
4121,RJPE75,BTS
4122,RJPS13,BTS
4123,RJPV15,BTS
4124,RJTJ24,BTS
4125,RJWF02,BTS
4167,PMSL01,BTS
4168,PMVI51,BTS
4169,PNAE01,BTS
4170,NOCE01,BTS
4171,NOLA01,BTS
4172,NOTE01,BTS
4173,NOVH01,BTS
4174,NOVH02,BTS
4175,NOVH03,BTS
4176,NOVH04,BTS
4177,NOVH05,BTS
4178,NOVH08,BTS
4179,NOVH09,BTS
4180,NOVH10,BTS
4181,NOVH11,BTS
4182,NOVH13,BTS
4183,PBCH01,BTS
4184,PBET01,BTS
4213,PBMR01,BTS
4214,PBNG01,BTS
4215,PBNG02,BTS
4216,PBPL01,BTS
4217,PBRA01,BTS
4218,PBRP01,BTS
4219,PBSF01,BTS
4220,PBST01,BTS
4221,PCUR17,BTS
4222,PCUR75,BTS
4223,PCUR76,BTS
4224,PCVC01,BTS
4225,PDAP01,BTS
4226,PDCN01,BTS
4227,PDCR01,BTS
4228,PDCT01,BTS
4229,PDJZ01,BTS
4230,PDLO01,BTS
4231,PDLO02,BTS
4232,PDLO03,BTS
4233,PDLO04,BTS
4234,PDMC01,BTS
4235,PDPC01,BTS
4236,PDPU01,BTS
4237,PDSC01,BTS
4238,PDVG40,BTS
4239,PDVG52,BTS
4240,PEDV42,BTS
4241,PFVH10,BTS
4244,PGCT01,BTS
4245,PGDV35,BTS
4246,PGSG01,BTS
4247,PGTG01,BTS
4248,PGVG24,BTS
4249,PHCN01,BTS
4250,SPSA05,BTS
4251,SPSA06,BTS
4252,SPSA07,BTS
4253,SPSA08,BTS
4254,SPSA09,BTS
4255,SPSA10,BTS
4256,SPSA11,BTS
4257,SPSA12,BTS
4258,SPSA13,BTS
4259,SPSB01,BTS
4260,SPSB02,BTS
4261,SPSB03,BTS
4264,SPSB04,BTS
4265,SPSB05,BTS
4364,SPSB06,BTS
4365,SPSB07,BTS
4366,SPSB08,BTS
4367,PHCN02,BTS
4368,PHCT01,BTS
4369,PHCT02,BTS
4370,PHLG01,BTS
4371,PHMC18,BTS
4372,PHSR01,BTS
4373,PIDV38,BTS
4374,PIDV39,BTS
4375,PIGV32,BTS
4376,PIHG01,BTS
4377,PIRG01,BTS
4378,PJBG01,BTS
4379,PJCT01,BTS
4380,PJSA01,BTS
4381,PLAA01,BTS
4382,PLAA02,BTS
4383,PLAA03,BTS
4384,PLAA04,BTS
4385,SPSB09,BTS
4386,SPSC01,BTS
4387,SPSC03,BTS
4388,SPSC04,BTS
4389,SPSC05,BTS
4390,SPSC06,BTS
4391,SPSC07,BTS
4392,SPSC08,BTS
4393,SPSC11,BTS
4394,SPSC12,BTS
4395,SPSC13,BTS
4471,SPSC14,BTS
4472,SPSC15,BTS
4473,SPSD01,BTS
4474,SPSD02,BTS
4475,SPSD03,BTS
4476,SPSD05,BTS
4477,SPSD06,BTS
4478,SPSD07,BTS
4479,SPSD08,BTS
4480,SPSD09,BTS
4481,SPSD10,BTS
