CI_NAME,EQUIPTYPE
GNRS51,BTS
GOMO01,BTS
GOVL01,BTS
RTOCSDR0201,ROTEADOR
RTOCSDR0202,ROTEADOR
RTOCSDR0301,ROTEADOR
RTOCSDR0301-GSR,ROTEADOR
RTOCSDR0302,ROTEADOR
RTOCSDR0302-GSR,ROTEADOR
RTOCSNE0101,ROTEADOR
RTOCSNE0102,ROTEADOR
RTOCSPO0101,ROTEADOR
RTOCSPO0102,ROTEADOR
RTOCSPO0201,ROTEADOR
GOXI01,BTS
GPBT01,BTS
GPCE01,BTS
MRAR02,BTS
MTXR01,BTS
NAVR01,BTS
NELR01,BTS
NMTR01,BTS
NNIR01,BTS
NOBR01,BTS
NOPD01,BTS
NOVR01,BTS
NPTR01,BTS
NVPS01,BTS
NVPS03,BTS
NVPS05,BTS
NVPS06,BTS
PALM01,BTS
RJ001M,BTS
RJ006M,BTS
RJ008M,BTS
RJ009M,BTS
RJ010M,BTS
RJ011M,BTS
RJ012M,BTS
RJ014M,BTS
RJ017M,BTS
RJ018M,BTS
RJ047M,BTS
RJ064M,BTS
RJ068M,BTS
SRMC50,BTS
SRSB02,BTS
SRTP01,BTS
SRVA01,BTS
SRVG01,BTS
SRVG07,BTS
SRVH09,BTS
SRVL01,BTS
SRZD01,BTS
PNAL01,BTS
PNCE01,BTS
PNCP01,BTS
PNCR01,BTS
PNOC01,BTS
SSBA01,BTS
SSBR01,BTS
SSBS01,BTS
SSCB01,BTS
SSCI01,BTS
SSCT01,BTS
SSCT02,BTS
SSFS01,BTS
SSJQ01,BTS
SSMC01,BTS
SSMG01,BTS
SSMG02,BTS
SSMS01,BTS
SSPB01,BTS
SSPC01,BTS
SSPG01,BTS
SSPU01,BTS
SSRS01,BTS
SSSA01,BTS
MFLO01,BTS
MAGE03,BTS
MAGE04,BTS
MAGE05,BTS
MAGE06,BTS
MAGE07,BTS
MAGE08,BTS
MAGE09,BTS
MAGE10,BTS
MAGE11,BTS
MAGE13,BTS
MAGE14,BTS
MAGE15,BTS
MAGE23,BTS
MAMO01,BTS
MANT01,BTS
MAPB01,BTS
MAPG01,BTS
MAQN01,BTS
MAQN02,BTS
MAQN03,BTS
MARI01,BTS
MASE01,BTS
MASU01,BTS
MBCE01,BTS
MCAE01,BTS
MCAE02,BTS
MCAE04,BTS
MCAE05,BTS
MCAE06,BTS
MCAE07,BTS
MCAE08,BTS
MCAE09,BTS
MCAE10,BTS
RTECFSA0201,ROTEADOR
RTECFSA0202,ROTEADOR
RTECGNA0101,ROTEADOR
RTECGNA0102,ROTEADOR
RTECGVS0101,ROTEADOR
MCAE11,BTS
MCAE12,BTS
MCAE13,BTS
KPLR01,BTS
RJCE18,BTS
MCAE14,BTS
MCAE15,BTS
MCAE16,BTS
MCAE17,BTS
MCAE18,BTS
MCAE19,BTS
MCAE22,BTS
MCAE27,BTS
MCBN01,BTS
MCMC01,BTS
MDCE01,BTS
MDGB01,BTS
MDGC01,BTS
MDGO01,BTS
MDOB01,BTS
MDTA01,BTS
MECE51,BTS
MEMO01,BTS
MEND01,BTS
GUPI03,BTS
GPMO01,BTS
GPRC01,BTS
GRMO01,BTS
GRRI01,BTS
GRSU01,BTS
RJCE19,BTS
RJCE20,BTS
RJCE21,BTS
RJCE23,BTS
RJCE24,BTS
RJCE25,BTS
RJCE26,BTS
RJCE27,BTS
RJCE28,BTS
RJCE31,BTS
RJCE32,BTS
RJCE35,BTS
RJCE37,BTS
RJCG01,BTS
RJCG02,BTS
RJCG05,BTS
RJCG06,BTS
RJCG08,BTS
RJCG09,BTS
RJCG11,BTS
RJCG12,BTS
RJCG13,BTS
RJCG14,BTS
RJCG15,BTS
RJCG16,BTS
RJCG17,BTS
RJCG18,BTS
RJCG19,BTS
RJCG20,BTS
RJCG21,BTS
RJCG22,BTS
RJCG23,BTS
RJCG24,BTS
RTECGVS0102,ROTEADOR
RTECITB0101,ROTEADOR
RTECITB0102,ROTEADOR
RTECITZ0101,ROTEADOR
RTECITZ0102,ROTEADOR
RTECJFA0201,ROTEADOR
RTECJFA0202,ROTEADOR
RTECJNE0201,ROTEADOR
RTECJNE0202,ROTEADOR
RTECJPA0101,ROTEADOR
RTECJPA0102,ROTEADOR
RTECJUO0101,ROTEADOR
RTECJUO0102,ROTEADOR
RTECLDA0201,ROTEADOR
RTECLDA0202,ROTEADOR
RTECLGS0101,ROTEADOR
RTECLGS0102,ROTEADOR
RTECMBA0101,ROTEADOR
RTECMBA0102,ROTEADOR
RTECMCO0201,ROTEADOR
RTECMCO0202,ROTEADOR
RTECMGA0101,ROTEADOR
RTECMGA0102,ROTEADOR
RTECMNS0101,ROTEADOR
RTECMNS0102,ROTEADOR
RTECMPA0201,ROTEADOR
RTECMPA0202,ROTEADOR
RTECNTL0102,ROTEADOR
RTECPBC0101,ROTEADOR
RTECPBC0102,ROTEADOR
RTECPGO0102,ROTEADOR
RTECPLT0101,ROTEADOR
RTECPLT0102,ROTEADOR
RTECPMJ0101,ROTEADOR
RTECPMJ0102,ROTEADOR
RTECPOS0101,ROTEADOR
RTECPPE0201,ROTEADOR
RTECPPE0202,ROTEADOR
RTECPTA0201,ROTEADOR
RJCG26,BTS
RJCG27,BTS
RJCG28,BTS
RJCG29,BTS
RJCG30,BTS
RJCG31,BTS
RJCG33,BTS
RJCG34,BTS
RJCG36,BTS
CJDV23,BTS
CJFS01,BTS
CJLG01,BTS
CJMC01,BTS
CJMC16,BTS
CJPN01,BTS
CJSC01,BTS
CJSR01,BTS
CJTT01,BTS
CJVI01,BTS
CJVL01,BTS
CJVM01,BTS
CKFS01,BTS
CLBH09,BTS
CLBH10,BTS
SBMO01,BTS
SBMP01,BTS
SBOX01,BTS
SBPS01,BTS
SBRV01,BTS
SBSA01,BTS
GTAS01,BTS
GTBR01,BTS
GTBU01,BTS
GTCA01,BTS
GTCE01,BTS
GTCO01,BTS
GTFB01,BTS
GTFO01,BTS
GTIR01,BTS
GTIR02,BTS
GTIR03,BTS
GTIR04,BTS
GTIR05,BTS
GTIR06,BTS
GTIR07,BTS
GTIR08,BTS
GTIR09,BTS
GTIR10,BTS
GTIR11,BTS
GTIR12,BTS
GTIR13,BTS
RJPE05,BTS
RJME23,BTS
RTECPTA0202,ROTEADOR
RJME24,BTS
RJME25,BTS
RJME26,BTS
RJME27,BTS
RJME28,BTS
RJME29,BTS
RJME32,BTS
RJME35,BTS
RJME36,BTS
RJME38,BTS
RJME39,BTS
RJME40,BTS
RJME41,BTS
RJOX29,BTS
RJOX31,BTS
RJOX43,BTS
RJOX44,BTS
RJPE01,BTS
RJPE02,BTS
RJPE03,BTS
RJPE04,BTS
GUER01,BTS
GUFG01,BTS
GUIN01,BTS
GUPA01,BTS
GUPI01,BTS
GUPI02,BTS
GTIR14,BTS
GTIR20,BTS
GTOL01,BTS
GTPB01,BTS
GTPC01,BTS
GTPI01,BTS
RTECPVO0201,ROTEADOR
RTECPVO0202,ROTEADOR
RTECRBO0201,ROTEADOR
RTECRBO0202,ROTEADOR
RTECROI0101,ROTEADOR
RTECRPO0201,ROTEADOR
RTECRPO0202,ROTEADOR
RTECRVD0101,ROTEADOR
RTECRVD0102,ROTEADOR
SPSPO_MSAN1044,MSAN
SPSPO_MSAN1045,MSAN
SPSPO_MSAN1046,MSAN
SPSPO_MSAN1047,MSAN
SPSPO_MSAN1048,MSAN
SPSPO_MSAN1049,MSAN
SPSPO_MSAN1050,MSAN
SPSPO_MSAN1051,MSAN
SPSPO_MSAN1052,MSAN
SPSPO_MSAN1053,MSAN
SPSPO_MSAN1054,MSAN
SPSPO_MSAN1055,MSAN
SPSPO_MSAN1056,MSAN
SPSPO_MSAN1058,MSAN
SPSPO_MSAN1059,MSAN
SPSPO_MSAN1060,MSAN
SPSPO_MSAN1061,MSAN
SPSPO_MSAN1062,MSAN
SPSPO_MSAN1063,MSAN
SPSPO_MSAN1064,MSAN
SPSPO_MSAN1065,MSAN
SPSPO_MSAN1066,MSAN
SPSPO_MSAN1067,MSAN
SPSPO_MSAN1068,MSAN
SPSPO_MSAN1071,MSAN
SPSPO_MSAN1072,MSAN
SPSPO_MSAN1073,MSAN
SPSPO_MSAN1074,MSAN
SPSPO_MSAN1075,MSAN
SPSPO_MSAN1076,MSAN
SPSPO_MSAN1077,MSAN
SPSPO_MSAN1078,MSAN
SPSPO_MSAN1079,MSAN
GUAC01,BTS
GUAP01,BTS
GUAP02,BTS
GUAP03,BTS
GUAP04,BTS
GUBO01,BTS
GUBQ01,BTS
GUBR01,BTS
GUBR02,BTS
GUBR03,BTS
GUBR05,BTS
GUBR06,BTS
GUBR07,BTS
GUBT01,BTS
CLBH55,BTS
CLBH87,BTS
CLBH88,BTS
CLCT01,BTS
CLND01,BTS
CLND02,BTS
CLND03,BTS
JVEX01,BTS
MFMO01,BTS
MFSU01,BTS
MGAB01,BTS
MGAB02,BTS
MGAB04,BTS
MGAB05,BTS
MGAB07,BTS
MGAB09,BTS
MGAB10,BTS
MGAB11,BTS
MGAB12,BTS
MGAB13,BTS
MGAB14,BTS
MGAB16,BTS
MGAB17,BTS
MGAB19,BTS
MGAB22,BTS
MGAB23,BTS
MGAB24,BTS
MGAB25,BTS
MGAB26,BTS
MGAB28,BTS
MGAB31,BTS
MGAB32,BTS
MGAB41,BTS
MGAB42,BTS
MGAB43,BTS
MGAB47,BTS
MGAB98,BTS
MGAC03,BTS
MGAC08,BTS
MGAC15,BTS
MGAC29,BTS
MGAC39,BTS
JTCT01,BTS
JUBE01,BTS
JUCA01,BTS
JUCE01,BTS
JUDS01,BTS
JUPR01,BTS
JVAL01,BTS
JVAN01,BTS
JVAR01,BTS
JVAT01,BTS
JVBA01,BTS
JVBR01,BTS
JVBV01,BTS
GUVB01,BTS
GYMO01,BTS
GYOB01,BTS
HBMO01,BTS
HSBR01,BTS
HVLR01,BTS
HVMO01,BTS
IACD01,BTS
IACE01,BTS
JVBV02,BTS
JVBW01,BTS
JVCC01,BTS
JVCE01,BTS
JVCS01,BTS
JVDF01,BTS
JVDF02,BTS
RJPE06,BTS
RJPE07,BTS
RJPE08,BTS
RJPE09,BTS
RJPE10,BTS
RJPE11,BTS
RJPE12,BTS
RJPE14,BTS
RJPE15,BTS
RJPE17,BTS
RJPE18,BTS
RJPE22,BTS
RJPE23,BTS
RJPE24,BTS
RJPE25,BTS
JVE_INT_WDM01,WDM
SPCVE004_CABINET ,GABINETE
SPCUR051_CABINET,GABINETE
SPAAL017_CABINET,GABINETE
SPAAL018_CABINET,GABINETE
SPAAL019_CABINET,GABINETE
SPAAL020_CABINET,GABINETE
SPAAL024_CABINET,GABINETE
SPAAL025_CABINET,GABINETE
SPAAL028_CABINET,GABINETE
SPAAL029_CABINET,GABINETE
SPAAL030_CABINET,GABINETE
SPAAL032_CABINET,GABINETE
SPAAL033_CABINET,GABINETE
SPAAL034_CABINET,GABINETE
SPAAL035_CABINET,GABINETE
SPAAL036_CABINET,GABINETE
SPAAL037_CABINET,GABINETE
SPAAL038_CABINET,GABINETE
SPAAL039_CABINET,GABINETE
SPAAL040_CABINET,GABINETE
SPAAL043_CABINET,GABINETE
SPAAL031_CABINET,GABINETE
SPSAP044_CABINET,GABINETE
SPSAP045_CABINET,GABINETE
SPSAP047_CABINET,GABINETE
SPSAP048_CABINET,GABINETE
SPSAP049_CABINET,GABINETE
SPSAP050_CABINET,GABINETE
SPCLM010_CABINET,GABINETE
SPCLM011_CABINET,GABINETE
SPCLM012_CABINET,GABINETE
SPCLM013_CABINET,GABINETE
SPCLM014_CABINET,GABINETE
SPCLM015_CABINET,GABINETE
SPCLM026_CABINET,GABINETE
SPCLM027_CABINET,GABINETE
SPCLM028_CABINET,GABINETE
SPCLM029_CABINET,GABINETE
SPCLM030_CABINET,GABINETE
SPCLM032_CABINET,GABINETE
SPCLM033_CABINET,GABINETE
RJPE27,BTS
RJPE28,BTS
RJPE29,BTS
RJPE30,BTS
RJPE31,BTS
RJPE32,BTS
SKX090,SMALL CELL
RJPE33,BTS
RJPE34,BTS
RJPE36,BTS
RJPE37,BTS
RJPE38,BTS
RJPE39,BTS
RJPE40,BTS
NLSP03,BTS
LEMO01,BTS
JPCT01,BTS
JPRI01,BTS
JPRI02,BTS
JPRI03,BTS
JRAC01,BTS
JSAV01,BTS
JSCE01,BTS
JSCE02,BTS
JSMO01,BTS
JSMW01,BTS
JSNR01,BTS
JSRC01,BTS
JSSL01,BTS
JSVL01,BTS
LAJE01,BTS
LAMO01,BTS
LBLI01,BTS
LCDP01,BTS
LDAG20,BTS
LDAL33,BTS
LDAU19,BTS
LDBA14,BTS
LDBH01,BTS
LDCS02,BTS
LDEL25,BTS
LDGP35,BTS
LDIL23,BTS
LDJA01,BTS
LDJB03,BTS
LDJC04,BTS
LDJE22,BTS
LDJP21,BTS
LDLR29,BTS
LDMC17,BTS
LDNW05,BTS
LDPC06,BTS
LDPE07,BTS
LDPL32,BTS
LDPS01,BTS
VJVJ00,BTS
VLCB01,BTS
VLCB02,BTS
VLCB03,BTS
VLCB04,BTS
VLCB05,BTS
VLCB06,BTS
VLCB07,BTS
VLDC01,BTS
VLJG01,BTS
VLJP01,BTS
VLNM01,BTS
VLSE01,BTS
VLSF01,BTS
VLSV02,BTS
VLVA01,BTS
VLVR01,BTS
VMCT01,BTS
VMIM01,BTS
VMIM02,BTS
VNCT01,BTS
VNMA01,BTS
VNPI00,BTS
VNRD01,BTS
VOCT01,BTS
VOVO00,BTS
VOVO01,BTS
VPJB01,BTS
VPJP01,BTS
VPPG01,BTS
VPRS01,BTS
VPVP00,BTS
VPVP01,BTS
VQCT01,BTS
VRCT01,BTS
VRCT02,BTS
LDRB37,BTS
SLSPX426,SMALL CELL
SLSPX427,SMALL CELL
SLSPX429,SMALL CELL
SLSPX800,SMALL CELL
SLSPX803,SMALL CELL
SLSPX804,SMALL CELL
SLSPX805,SMALL CELL
SLSPY800,SMALL CELL
LDRN27,BTS
LDSA18,BTS
LDSA30,BTS
LDSC15,BTS
LDSF09,BTS
LDSJ28,BTS
LDSM10,BTS
LDSN17,BTS
LDSR13,BTS
LDST08,BTS
LDTV11,BTS
SP-AFB-SWT-1001,AP
SP-AGM-RAP-0001,AP
SP-AGM-RAP-1001,AP
SPAI08_SP1808,SDH
SP-AKM-RAP-0001,AP
SP-AKM-RAP-1001,AP
SPCRE003_CABINET,GABINETE
SPCRE005_CABINET,GABINETE
SPCRE007_CABINET,GABINETE
SPCRE008_CABINET,GABINETE
SPCRE009_CABINET,GABINETE
SPCRE010_CABINET,GABINETE
SPCRE011_CABINET,GABINETE
SPCRE012_CABINET,GABINETE
SPCRE013_CABINET,GABINETE
SPCRE014_CABINET,GABINETE
SPCRE016_CABINET,GABINETE
SPLIM001_CABINET,GABINETE
SPLIM003_CABINET,GABINETE
SPLIM007_CABINET,GABINETE
SPLIM008_CABINET,GABINETE
SPLIM009_CABINET,GABINETE
SPLIM010_CABINET,GABINETE
SPLIM011_CABINET,GABINETE
SPLIM013_CABINET,GABINETE
SPLIM014_CABINET,GABINETE
SPLIM015_CABINET,GABINETE
SPLIM016_CABINET,GABINETE
SPLIM017_CABINET,GABINETE
SPLIM018_CABINET,GABINETE
SPLIM020_CABINET,GABINETE
SPLIM022_CABINET,GABINETE
SPLIM023_CABINET,GABINETE
SPLIM025_CABINET,GABINETE
SPCLM021_CABINET,GABINETE
SPCLM022_CABINET,GABINETE
SPCLM023_CABINET,GABINETE
LDUV26,BTS
LDVR24,BTS
LDWA12,BTS
KPKB01,BTS
JVFL01,BTS
JVFP01,BTS
JVGS01,BTS
JVHG01,BTS
JVID01,BTS
JVIG01,BTS
JVIN01,BTS
JVIR01,BTS
JVIS01,BTS
JVIT01,BTS
JVJC01,BTS
JVJP01,BTS
JVJR01,BTS
JVJS01,BTS
JVNB01,BTS
JVNI01,BTS
JVPI01,BTS
JVPM01,BTS
JVPT01,BTS
JVRB01,BTS
JVRP01,BTS
JVRX01,BTS
JVSH01,BTS
JVSM01,BTS
JVST01,BTS
JVTG01,BTS
JVTY01,BTS
JVVX01,BTS
JZCT01,BTS
JZCT02,BTS
JZOB02,BTS
KACE01,BTS
KARV01,BTS
KBCE01,BTS
KCCE01,BTS
KDKR01,BTS
KDKR02,BTS
KDKR03,BTS
KDKR05,BTS
KDMO01,BTS
SP-VNC-MAP-1005,AP
SP-VNC-RAP-0001,AP
SP-VNC-RAP-0002,AP
SP-VNC-RAP-0003,AP
SP-VNC-RAP-0005,AP
KEMO01,BTS
MWE-MG-RP79-N2-HW,MWE
MWE-PB-PB2130-N1,MWE
MWE-PB-SSLR01-N1,MWE
MWE-PE-LGLG01-T2-HW,MWE
MWE-PR-APSC01-N11-HW,MWE
MWE-PR-APUC01-T8-HW,MWE
MWE-PR-IETMW01-T1-HW,MWE
MWE-PR-LUIZ01-T1-HW,MWE
MWE-PR-PBCMW04-N1-HW,MWE
MWE-PR-PNCR01-T1-HW,MWE
MWE-PR-PR010E-T1-HW,MWE
MWE-PR-PR1508-N3-HW,MWE
MWE-PR-PR2819-T1-HW,MWE
MWE-PR-PR5057-T3-HW,MWE
MWE-PR-PR5070-T3-HW,MWE
MWE-PR-PR5070-T4-HW,MWE
MWE-PR-PR5083-T2-HW,MWE
MWE-PR-PR5126-N1-HW,MWE
MWE-PR-PR5305-T2-HW,MWE
MWE-PR-PR5323-T2-HW,MWE
MWE-PR-PR5323-T3-HW,MWE
MWE-PR-PR5323-T4-HW,MWE
MWE-PR-PR5419-N2-HW,MWE
MWE-PR-PR5474-T3-HW,MWE
MWE-PR-PR5565-T1-HW,MWE
MWE-PR-PR5954-T1-HW,MWE
MWE-PR-PR5959-T1-HW,MWE
MWE-PR-SQOMW01-T3-HW,MWE
MWE-RJ-BFRX07-N1,MWE
MWE-RJ-CPGZ05-T1-HW,MWE
MWE-RJ-CPGZ07-T1-HW,MWE
MWE-RJ-CPGZ08-T1-HW,MWE
MWE-RJ-RJ3524-T3-HW,MWE
MWE-RJ-RJSC02-N2-HW,MWE
MWE-RJ-SGLO12-T2-HW,MWE
MWE-RO-JIPO01-N1-HW,MWE
MWE-RO-JIPO02-N1,MWE
MWE-RO-PYMO01-N1-HW,MWE
MWE-RS-TRFR01-N7-HW,MWE
MWE-SC-MFAMW04-T2-HW,MWE
MWE-SC-NVCE01-T1-HW,MWE
MWE-SC-SC1947-T2-HW,MWE
MWE-SC-SC5370-T1-HW,MWE
MWE-SC-SK1373-T1-HW,MWE
MWE-SP-MURD10-T2-HW,MWE
MWE-SP-PNRD02-N1,MWE
IARJO1_G,BSF
XVMR01,MGX
SP-VSO-RAP-0001,AP
SP-VSO-RAP-0002,AP
SP-VSO-RAP-0003,AP
SP-VSO-RAP-0004,AP
SP-VSO-RAP-0005,AP
SP-VSO-RAP-0006,AP
SP-VSO-RAP-0007,AP
SP-VSO-RAP-0008,AP
SP-VSO-RAP-0009,AP
SP-VSO-RAP-0010,AP
SP-VSO-RAP-0011,AP
SP-VSO-RAP-0012,AP
SP-VSO-RAP-0013,AP
SP-VSO-RAP-0014,AP
SP-WSH-RAP-0001,AP
SP-YTC-RAP-1001,AP
SP-YTC-RAP-1002,AP
svdtrj01,PDH
svlc17,SDH
SVLC17_C1NA,SDH
SWACGOA0101,SWITCH
SWACJPA0101,SWITCH
SWACRCE0101,SWITCH
SP-MCU-RAP-0001,AP
SP-MLG-RAP-0001,AP
SP-MLG-RAP-0002,AP
SP-MOA-MAP-1004,AP
SP-MOA-MAP-1005,AP
SPCLM024_CABINET,GABINETE
SPCLM025_CABINET,GABINETE
SPITQ017_CABINET,GABINETE
SPITQ018_CABINET,GABINETE
SPITQ019_CABINET,GABINETE
SPITQ021_CABINET,GABINETE
SPITQ022_CABINET,GABINETE
SPITQ023_CABINET,GABINETE
SPVMN031_CABINET,GABINETE
SPVMN032_CABINET,GABINETE
SPVMN033_CABINET,GABINETE
SPVCU001_CABINET,GABINETE
SPVCU006_CABINET,GABINETE
SPVCU007_CABINET,GABINETE
SPVCU008_CABINET,GABINETE
SPVCU010_CABINET,GABINETE
KFCE01,BTS
KFMO01,BTS
KGMO01,BTS
KICE51,BTS
KLRB01,BTS
KMCE01,BTS
KMSD01,BTS
HGRJO2,SPG
KNSC51,BTS
KOAG01,BTS
KOEB01,BTS
KOJB01,BTS
KOPA01,BTS
KOSU01,BTS
KPCE01,BTS
MSAO00,BTS
MSAO01,BTS
MSAO02,BTS
MSAS00,BTS
MSAS01,BTS
MSAS02,BTS
MSCA00,BTS
MSCC00,BTS
MSCE00,BTS
PCUN01,BTS
PCUN02,BTS
PCVI02,BTS
PCVN01,BTS
PDFT01,BTS
PDGS01,BTS
PDMR01,BTS
PDPD00,BTS
PDRS01,BTS
MSAE02,BTS
PDRS02,BTS
PDUT01,BTS
PDUT02,BTS
PE002M,BTS
SPZZ30,BTS
SRBH21,BTS
SRCT01,BTS
SRFS01,BTS
SRFS02,BTS
SRFS03,BTS
SRFS04,BTS
SP-MOA-MAP-1006,AP
SP-MOA-MAP-1010,AP
SP-MOA-MAP-1014,AP
SP-MOA-MAP-1020,AP
SP-MOA-MAP-1021,AP
SP-MOA-MAP-1025,AP
SP-MOA-MAP-1026,AP
SP-MOA-MAP-1032,AP
SP-MOA-MAP-1034,AP
SP-MOA-MAP-1037,AP
SP-MOA-RAP-0001,AP
SP-MOA-RAP-0002,AP
SP-MOA-RAP-0003,AP
SP-MOA-RAP-0004,AP
SP-MOA-RAP-0005,AP
SP-MOA-RAP-0006,AP
SP-MOA-RAP-0007,AP
SP-MOA-RAP-0008,AP
SP-MOA-RAP-0009,AP
SP-MOA-RAP-0010,AP
SP-MOA-RAP-0011,AP
SP-MOA-RAP-0012,AP
SP-MOA-RAP-0014,AP
SP-MOA-RAP-0015,AP
SP-MOA-RAP-0016,AP
SP-MOA-RAP-0017,AP
SP-MOA-RAP-0018,AP
SP-MOA-RAP-0019,AP
SP-MOA-RAP-0020,AP
SP-MOA-RAP-0021,AP
SP-MOA-RAP-0022,AP
SP-MOA-RAP-0023,AP
SP-MOA-RAP-0025,AP
SP-MOA-RAP-0026,AP
SP-MOA-RAP-0027,AP
SP-MOA-RAP-0028,AP
SP-MOA-RAP-0029,AP
SP-MOA-RAP-0030,AP
SP-MOA-RAP-0031,AP
SP-MOA-RAP-0032,AP
SP-MOA-RAP-0033,AP
SP-MOA-RAP-0035,AP
SRFS05,BTS
SRFS06,BTS
SRGP01,BTS
SRJB01,BTS
MAGE02,BTS
LFCR01,BTS
LGAB01,BTS
LGBC01,BTS
LGBP01,BTS
LGCE01,BTS
LGCE02,BTS
LGCE03,BTS
LGKB01,BTS
LGMO01,BTS
LGPE01,BTS
LGPH01,BTS
LGSC01,BTS
LGVM01,BTS
LICE01,BTS
LINH01,BTS
LINH02,BTS
LINH03,BTS
LINH04,BTS
LINH05,BTS
LINH06,BTS
LINH07,BTS
LINH08,BTS
LINH09,BTS
LINH10,BTS
LJCE01,BTS
LJOR01,BTS
LJOR02,BTS
LJOR03,BTS
LJOR04,BTS
LJOR05,BTS
LJTE01,BTS
LMTN51,BTS
LNCE01,BTS
LOAG02,BTS
LOAG51,BTS
LPLP01,BTS
LRMO01,BTS
LSMO01,BTS
BHLE17,BTS
BHLE26,BTS
BHLE57,BTS
BHNE01,BTS
BHNE02,BTS
BHNE03,BTS
BHNE04,BTS
BHNE05,BTS
BHNE06,BTS
BHNE07,BTS
LTCE01,BTS
LUCB02,BTS
LUCB99,BTS
LUIT01,BTS
LUIZ01,BTS
LUMG01,BTS
LUMO01,BTS
LUPR01,BTS
LVCE01,BTS
LYMO01,BTS
LZCE01,BTS
MABT01,BTS
MACA01,BTS
MACU01,BTS
MACZ01,BTS
MAFL01,BTS
MAGE01,BTS
GUCE01,BTS
BHNE08,BTS
BHNE09,BTS
BHNE10,BTS
BHNE11,BTS
BHNE12,BTS
CTVA01,BTS
CTSE01,BTS
CTSF01,BTS
CTSG01,BTS
CTSH01,BTS
CTSI01,BTS
CTSI02,BTS
CTSJ01,BTS
CTSL01,BTS
CTSN01,BTS
CTSP01,BTS
MTDO01,BTS
MTIV01,BTS
MTKM01,BTS
MTMT00,BTS
MTMT01,BTS
MTMT02,BTS
MTRD01,BTS
MTRD02,BTS
MTRD03,BTS
MTRD04,BTS
MTVG01,BTS
VCBG01,BTS
SPAA12,BTS
SPAA13,BTS
SPBF09,BTS
SPBU06,BTS
SPCE05,BTS
FNS-SSA01-HWW03,WDM
SP-MOA-RAP-0037,AP
SP-MOA-RAP-0038,AP
SP-MOA-RAP-0039,AP
SP-MOA-RAP-0040,AP
SPVMN034_CABINET,GABINETE
SPVMN035_CABINET,GABINETE
SPVMN036_CABINET,GABINETE
SPVMN037_CABINET,GABINETE
SPVMN038_CABINET,GABINETE
SPVMN039_CABINET,GABINETE
SPVMN040_CABINET,GABINETE
SPVMN042_CABINET,GABINETE
SPVMN043_CABINET,GABINETE
SPVMN045_CABINET,GABINETE
SPVMN046_CABINET,GABINETE
SPVMN047_CABINET,GABINETE
SPVMN049_CABINET,GABINETE
SPVMN050_CABINET,GABINETE
SPVMN051_CABINET,GABINETE
SPVMN052_CABINET,GABINETE
SPVMN053_CABINET,GABINETE
SPVMN054_CABINET,GABINETE
SPVMN056_CABINET,GABINETE
SPVMN057_CABINET,GABINETE
SPVMN058_CABINET,GABINETE
SPVMN059_CABINET,GABINETE
SPVMN060_CABINET,GABINETE
SPVMN061_CABINET,GABINETE
SPVMN062_CABINET,GABINETE
SPVMN063_CABINET,GABINETE
SPVMN064_CABINET,GABINETE
SPVMN065_CABINET,GABINETE
SPVMN066_CABINET,GABINETE
SPVMN068_CABINET,GABINETE
SPVMN069_CABINET,GABINETE
SPVMN070_CABINET,GABINETE
SPVMN071_CABINET,GABINETE
SPVMN072_CABINET,GABINETE
SPVMN073_CABINET,GABINETE
SPVMT019_CABINET,GABINETE
SPVCU015_CABINET,GABINETE
SPVCU018_CABINET,GABINETE
SP-MOA-RAP-0042,AP
SP-MOB-RAP-0001,AP
SP-MOB-RAP-0002,AP
SP-MOB-RAP-0003,AP
SP-MOB-RAP-0004,AP
SP-MOB-RAP-0005,AP
SP-MOB-RAP-0006,AP
SP-MOB-RAP-0007,AP
SP-MOB-RAP-0008,AP
SP-MOB-RAP-0009,AP
SP-MOB-RAP-0010,AP
RJO-RJ009M-HWP01,PTN
MWE-CE-TYTY00-N1,MWE
MWE-CE-TYTY02-N1,MWE
MWE-DF-FRM003-N1,MWE
MWE-DF-FRM003-N2,MWE
MWE-DF-GURX35-N1,MWE
MWE-ES-AVTA01-N9,MWE
MWE-MG-BRVH03-N1-HW,MWE
MWE-MG-DVLMW02-N1,MWE
MWE-MG-EECE01-T1-HW,MWE
MWE-MG-IRMC33-N1,MWE
MWE-MG-MICN01-N1,MWE
SPVCU019_CABINET,GABINETE
SPVCU020_CABINET,GABINETE
SPVCU021_CABINET,GABINETE
SPVCU022_CABINET,GABINETE
SPVCU023_CABINET,GABINETE
SPVCU025_CABINET,GABINETE
SPVCU027_CABINET,GABINETE
SP-MOA-RAP-0041,AP
SPVCU028_CABINET,GABINETE
SPVCU029_CABINET,GABINETE
SPVCU030_CABINET,GABINETE
SPVCU031_CABINET,GABINETE
SPVCU032_CABINET,GABINETE
SPVCU033_CABINET,GABINETE
SPVCU034_CABINET,GABINETE
SPVCU036_CABINET,GABINETE
SPVCU037_CABINET,GABINETE
SPVCU040_CABINET,GABINETE
SPVCU045_CABINET,GABINETE
SPVCU049_CABINET,GABINETE
SPVCU050_CABINET,GABINETE
SPVCU052_CABINET,GABINETE
SPIA07,BTS
SPIB39,BTS
SPIB52,BTS
SPMR14,BTS
SPPT09,BTS
RBTO02,BTS
RBTO03,BTS
RBTO05,BTS
RBTO06,BTS
RBTO07,BTS
RCCE01,BTS
