CI_NAME,EQUIPTYPE
4G-SPIB13-3,ENODEB
4G-SPIB60-2,ENODEB
TEPS1_RS,ENODEB
TELT1_BA,ENODEB
TDVE1_GO,ENODEB
TCUX1_MG,ENODEB
TCTM1_MG,ENODEB
TCRA1_RS,ENODEB
TCNP1_AL,ENODEB
TCLY1_MG,ENODEB
TJAB1_RS,ENODEB
TITL1_RS,ENODEB
TINH1_AL,ENODEB
TILP1_RS,ENODEB
TIHA1_MG,ENODEB
TIEV1_MG,ENODEB
TIBZ1_RS,ENODEB
TGJD1_RO,ENODEB
TFLD1_MG,ENODEB
TFVL1_RS,ENODEB
THAN1_RS,ENODEB
SLMCPA99,ENODEB
4G-CNMK03,ENODEB
4G-GTCA01,ENODEB
4G-MJVD01,ENODEB
4G-BHCS05-2,ENODEB
4G-CPJG01-3,ENODEB
4G-FNSB01,ENODEB
4G-ICIG01,ENODEB
4G-PETR15,ENODEB
4G-RCBGB5,ENODEB
4G-SPBU34-3,ENODEB
4G-SPBU34-4,ENODEB
4S-BAS117,ENODEB
4G-BHNO51,ENODEB
4G-CPPT03,ENODEB
MWE-RJ-RESE03-N1.1,MWE
MWE-RJ-RJ010M-N1.1,MWE
MWE-RJ-RJ063M,MWE
MWE-RJ-RJ1442 -T1-CG,MWE
MWE-RJ-RJ3456-T1-HW,MWE
MWE-RJ-RJ4216-T1-HW,MWE
MWE-RJ-RJBF07-N3.3,MWE
MWE-RJ-RJBT10-N1.1,MWE
MWE-RJ-RJIG01-T1-CG,MWE
MWE-RJ-RJLG16-T2-CG,MWE
MWE-RJ-RJMW13-N10-HW,MWE
MWE-RJ-RJMW52-N1-CG,MWE
MWE-RJ-RJPE29-N1-NO,MWE
MWE-RJ-RJSC02-N1.1,MWE
MWE-RJ-RJSZ14-T3-HW,MWE
MWE-RJ-SALD06-N1.1,MWE
MWE-RJ-SGLO42-N1-HW-VIRTUAL,MWE
MWE-RJ-SSAT01-N1.1,MWE
MWE-RJ-TERE05-N2-HW,MWE
MWE-RJ-TRRS05-N1.1,MWE
MWE-RJ-VRED05-T1,MWE
SW-RJ-RJSC08-T1,MWE
MWE-MS-CGMS37-Y414-dir-CGMS33,MWE
MWE-MS-DOSS01-N1.1,MWE
MWE-MS-TLSS04-N1.1,MWE
MWE-PR-ACTA01-P-4087-EXP,MWE
MWE-PR-ADCE01-Y3142-dir-SAMO01,MWE
MWE-PR-AMGA01-Y396-dir-AGSP01,MWE
MWE-PR-AMGA01-Y4710-EXP,MWE
MWE-PR-APGO01-Y4470-dir-PGJP01,MWE
MWE-PR-BNMC01-N2-HW,MWE
MWE-PR-CGCP01-Y5991-dir-CKGMW01,MWE
MWE-PR-CIMA01-Y779-dir-CICE01,MWE
MWE-PR-CMLP01-Y30144-dir-CMPI01,MWE
MWE-PR-CTCC01-N3-HW,MWE
MWE-PR-CTLN01-T1-HW,MWE
MWE-PR-CTSI02-T2-HW,MWE
MWE-PR-CTVS01-T1-HW,MWE
MWE-PR-CUEC51-Y4188-dir-CUEC02,MWE
MWE-PR-FLBR01-Y31128-dir-SIIV01,MWE
MWE-PR-GRRI01-Y5068-dir-PR5122,MWE
MWE-PR-GUAM01-Y5393-dir-PR5126,MWE
4G-CPPT03-2,ENODEB
4G-SABA25,ENODEB
4G-SABA25-2,ENODEB
4G-SAFE21-2,ENODEB
4G-SPIB29-3,ENODEB
4G-SVSO01,ENODEB
4G-CTPJ01,ENODEB
4G-SPIB13-2,ENODEB
4G-SPIB60-3,ENODEB
4G-MCPAJ6-2,ENODEB
TCWO1_MG,ENODEB
TELN1_MS,ENODEB
TDOF1_RS,ENODEB
TDIB1_MS,ENODEB
TJAT1_MS,ENODEB
TCS31_SP,ENODEB
TCOB1_MG,ENODEB
TCLD1_PE,ENODEB
TIBK1_RS,ENODEB
TIFS1_MG,ENODEB
TIDD1_RS,ENODEB
TFTV1_RS,ENODEB
TIBN1_MG,ENODEB
TGUC1_MG,ENODEB
TAMS1_RS,ENODEB
TALP1_MG,ENODEB
TAFZ1_RS,ENODEB
TAAL1_RS,ENODEB
TCGS1_RS,ENODEB
TBVM1_RS,ENODEB
TBIM1_MG,ENODEB
TATY1_RS,ENODEB
TBGN1_SC,ENODEB
TBJG1_MG,ENODEB
TBOH1_PI,ENODEB
TSSQ1_MG,ENODEB
TSNV1_RS,ENODEB
TSIW1_MG,ENODEB
TJAQ1_RS,ENODEB
TSEA1_RS,ENODEB
TSBA1_GO,ENODEB
TRIO1_RS,ENODEB
TTRV1_MG,ENODEB
TVTS1_RS,ENODEB
TVTO1_PE,ENODEB
TUSE1_RS,ENODEB
TTIR1_RS,ENODEB
TTAS1_MG,ENODEB
TTXU1_MT,ENODEB
TTPL1_RS,ENODEB
MWE-PR-GTPI01-Y3423-dir-GRUMW01,MWE
MWE-PR-GUCE01-Y30926-dir-GUSC01,MWE
MWE-PR-GUSC01-Y30925-dir-GUCE01,MWE
MWE-PR-IORC01-Y4520-dir-PR5132,MWE
MWE-PR-ISCE01-Y4364-dir-LOAG51,MWE
MWE-PR-IVPMW01-Y4653-d-APOB01,MWE
MWE-PR-JABO01-T4124-dir-YTCE01-,MWE
MWE-PR-JOMO01-Y2456-dir-QUCE01,MWE
MWE-PR-KFMO01-Y16-dir-ALDA01,MWE
MWE-PR-KLRB01-Y2266-dir-SFCE01,MWE
MWE-PR-KOJB01-Y30818-dir-RPMO01,MWE
MWE-PR-KRCE01-Y30135-dir-PR5076,MWE
MWE-PR-LDCS02-Y1535-dir-LDRB37,MWE
MWE-PR-LOAG51-Y4378-dir-NLAP51,MWE
MWE-PR-LTCE01-Y31107-dir-RZLMW01,MWE
MWE-PR-MAFL01-Y31290-dir-PNCP01,MWE
MWE-PR-MAMO01-T2401-dir-MACZ01,MWE
MWE-PR-MGAB45-Y5485-dir-MGAB43,MWE
MWE-PR-MHMG51-T5367-dir-PR5301,MWE
MWE-PR-MOPC01-T30017-dir-MOCE01,MWE
MWE-PR-NAGO02-Y4130-dir-CFLL02,MWE
MWE-PR-NOTE01-Y30790-dir-IETMW01,MWE
MWE-PR-OGCE01-T30558-dir-PR4254,MWE
MWE-PR-PBPB01-Y31375-dir-XPBC01,MWE
MWE-PR-PBTP51-Y30719-dir-PBPB01,MWE
MWE-PR-PGJE01-Y4484-dir-IVCE01,MWE
MWE-PR-PGJP01-Y30248-dir-PR048D,MWE
MWE-PR-PGML01-Y4179-dir-PGJP01,MWE
MWE-PR-PGML01-Y4251-dir-PGJE01,MWE
MWE-PR-PIGMW02-Y31353-dir-MBCE01,MWE
MWE-PR-PNCE01-Y1880-EXP E1,MWE
MWE-PR-PNCR01-Y30950-dir-PR6178,MWE
MWE-PR-PQCE01-Y31287-dir-PQJP01,MWE
MWE-PR-PR003E-Y30222-dir-PR021E,MWE
MWE-PR-PR011E-T30219-dir-PR3962,MWE
MWE-PR-PR014E-Y30282-dir-PR017E,MWE
MWE-PR-PR019D-Y30283-dir-PR018D,MWE
MWE-PR-PR022E-Y30223-dir-PR021E,MWE
MWE-PR-PR025D-Y30745-dir-PR051D,MWE
MWE-PR-PR028D-Y30464-dir-PR026D,MWE
MWE-PR-PR042D-Y30254-dir-PR063D,MWE
TMEF1_MG,ENODEB
TNBV1_RS,ENODEB
TMRM1_MG,ENODEB
TJEQ1_MG,ENODEB
TMML1_MG,ENODEB
TMDM1_MG,ENODEB
TLDD1_PE,ENODEB
TPGW1_MG,ENODEB
TRAL1_RS,ENODEB
TPUE1_MG,ENODEB
TPQF1_SE,ENODEB
TNSH1_MT,ENODEB
TPLU1_RS,ENODEB
TPBR1_MT,ENODEB
TPCH1_AL,ENODEB
MBEI1_MG,ENODEB
4G-SNOMA0-2,ENODEB
4G-ANS010-2,ENODEB
4G-PVOOA0-2,ENODEB
4G-CXAG01-2,ENODEB
4G-PRS051,ENODEB
4G-PRS060,ENODEB
4G-RJLG70,ENODEB
4G-RVCE03,ENODEB
4G-SPBS04-3,ENODEB
4G-SPEM09-3,ENODEB
4G-SPPD11-2,ENODEB
4G-SPPT18-2,ENODEB
4G-SPPT18-3,ENODEB
4G-SPVR05-4,ENODEB
4S-BAS127,ENODEB
7NLGFCN01,ENODEB
4G-BHCE01-2,ENODEB
4G-BHCE12,ENODEB
4G-BHCE12-2,ENODEB
4G-BHCE13-2,ENODEB
4G-BHCE13-3,ENODEB
4G-BHCS05-3,ENODEB
4G-BLMCB7-3,ENODEB
4G-BLMCB7-4,ENODEB
4G-DDEO03,ENODEB
4G-EBCT01,ENODEB
4G-FALG01,ENODEB
4G-FLMRJ6,ENODEB
4G-GTPC01,ENODEB
TATA1_MG,ENODEB
TJCU1_MG,ENODEB
TCEP1_MG,ENODEB
TCAA1_RS,ENODEB
TBYL1_MG,ENODEB
MWE-PR-IVCE01-Y4447-dir-PRMW14,MWE
MWE-PR-IVCE01-Y4476-dir-IVCE02,MWE
MWE-PR-IWCE01-T4477-dir-IVYMW01,MWE
MWE-PR-JIMO01-T1-HW,MWE
MWE-PR-JPCT01-Y31177-dir-SIIV01,MWE
MWE-PR-JZOB02-Y31150-dir-JZOMW01,MWE
MWE-PR-JZOMW01-Y31149-dir-JZOB02,MWE
MWE-PR-KOEB01-Y31305-dir-KOJB01,MWE
MWE-PR-KOJB01-Y30146-dir-KOEB01,MWE
MWE-PR-KTCE02-T2-HW,MWE
MWE-PR-LDAMW02-N1-HW,MWE
MWE-PR-LJCE01-T2-HW,MWE
MWE-PR-LOAG51-Y4368-dir-LOAG02,MWE
MWE-PR-MACZ01-Y31028-dir-MAPG01,MWE
MWE-PR-MAFL01-Y30880-dir-PR1242,MWE
MWE-PR-MAPG01-Y31374-dir-MAFL01,MWE
MWE-PR-MDTA01-Y2636-dir-MDCE01,MWE
MWE-PR-MGAB43-Y5486-dir-MGAB45,MWE
MWE-PR-MMAC02-Y5034-dir-MMAC01,MWE
MWE-PR-MNAR03-Y5164-dir-MNAR51,MWE
MWE-PR-MOCE01-Y30018-dir-MOPC01,MWE
MWE-PR-NELC01-Y2831-dir-FLBR01,MWE
MWE-PR-NOCE01-Y31097-dir-UMPR51,MWE
MWE-PR-NOTE01-Y30279-dir-PR017E,MWE
MWE-PR-PBAL51-Y30237-dir-PBCMW04,MWE
MWE-PR-PBPA01-Y30709-dir-PBPB01,MWE
MWE-PR-PBPB01-Y30720-dir-PBTP51,MWE
MWE-PR-PDCE01-Y31300-di-SLPDCE03,MWE
MWE-PR-PGDI01-Y30214-dir-PZ4091,MWE
MWE-PR-PGJE01-Y4276-dir-PGML01,MWE
MWE-PR-PGJP01-Y4180-dir-PGML01,MWE
MWE-PR-PGJP01-Y4471-dir-APGO01,MWE
MWE-PR-PGML01-Y30046-dir-PZ4089,MWE
MWE-PR-PGNR01-Y30188-dir-PZ4085,MWE
MWE-PR-PIAM01-Y30198-dir-PZ3225,MWE
MWE-PR-PNCE01-Y31026-dir-PNCP01,MWE
MWE-PR-PNRE01-Y4381-dir-PNCE01,MWE
MWE-PR-PNSM01-Y1986-dir-PNAE01,MWE
MWE-PR-PQCE01-Y30227-dir-CTMS01,MWE
MWE-PR-PR007E-Y30215-dir-PBCMW04,MWE
MWE-PR-PR008D-Y30661-dir-PR019E,MWE
MWE-SP-SP7080-Y20009-dir-SPCN07,MWE
MWE-SP-SP8726-T20065-dir-FVPD01,MWE
MWE-SP-SPCY02-N1-ER.1,MWE
MWE-SP-SPGR09-N1-ER.1,MWE
MWE-SP-SPJR01-N1-ER.1,MWE
MWE-SP-SPLP44-N1-ER.1,MWE
MWE-SP-SPTC01-N1.1,MWE
MWE-SP-SPVP03-N1-ER.1,MWE
MWE-SP-SRVA01-N1.1,MWE
MWE-SP-SSPC01-Y20812-dir-SI2428,MWE
MWE-SP-SSTMW08-Y20325-dir-SSMS01,MWE
MWE-SP-STEM02-N1.1,MWE
MWE-SP-STSM01-N1.1,MWE
MWE-SP-TBCN02-N1.1,MWE
MWE-SP-TBJN01-N1.1,MWE
MWE-SP-TBST02-Y20652-dir-SI2828,MWE
MWE-SP-TBXB01-N1.1,MWE
MWE-SP-TQCT01-N1.1,MWE
MWE-SP-TTIMW01-N1.1,MWE
MWE-SP-UBTMW08-Y20704-dir-SI2534,MWE
MWE-SP-UYCT01-N1-ER.1,MWE
MWE-SP-VDEM01-N1.1,MWE
MWE-SP-VDVM01-N1.1,MWE
MWE-SP-VLSF01-N1.1,MWE
MWE-SP-VSJP01-N1.1,MWE
MWE-SP-WACT01-N1-ER.1,MWE
MWE-SP-XKCT01-N1.1,MWE
MWE-SP-YICT01-Y20487-dir-OFCT01,MWE
MWE-SP-ZACT01-N1.1,MWE
MWE-SP-ZJCT02-N1-ER.1,MWE
MWE-ES-ARCZ01-N1.1,MWE
MWE-ES-CARI03-N1.1,MWE
MWE-ES-CITA04-N1-ER.1,MWE
MWE-ES-COBA01-N1-CG,MWE
MWE-ES-COLA08-N1-ER.1,MWE
MWE-ES-ES5702-T1-NO,MWE
MWE-ES-ES6103-T2-CG,MWE
MWE-ES-GUPI02-N1.1,MWE
MWE-ES-INWMW01-T2-CG,MWE
MWE-ES-LJTE01-N1-CG,MWE
MWE-ES-MTGV11-T1-CG,MWE
MWE-ES-PKNMW01-T2-T2,MWE
MWE-ES-SERR22-T2-HW,MWE
MWE-PR-PR048D-Y30247-dir-PGJP01,MWE
MWE-PR-PR059D-Y30121-dir-PZ5455,MWE
MWE-PR-PR060D-Y31046-dir-PR5017,MWE
MWE-PR-PR071D-Y30289-dir-CYVMW01,MWE
MWE-PR-PR071D-Y30314-dir-APCE01,MWE
MWE-PR-PR1087-T4-HW,MWE
MWE-PR-PR1087-T5-HW,MWE
MWE-PR-PR1238-T1-HW,MWE
MWE-PR-PR1242-Y30879-dir-MAFL01,MWE
MWE-PR-PR1541-T2-HW,MWE
MWE-PR-PR1566-N1-HW,MWE
MWE-PR-PR2319-Y30795-dir-AUCO01,MWE
MWE-PR-PR2320-T30044-dir-AUCO01,MWE
MWE-PR-PR3004-T1-HW,MWE
MWE-PR-PR3212-T1-HW,MWE
MWE-PR-PR3212-T2-HW,MWE
MWE-PR-PR3964-T30277-dir-PR5177,MWE
MWE-PR-PR4006-T4-HW,MWE
MWE-PR-PR5004-Y31109-dir-KICE51,MWE
MWE-PR-PR5005-T5000-dir-ATOB01,MWE
MWE-PR-PR5022-Y5528-dir-PR5103,MWE
MWE-PR-PR5022-Y5564-dir-CMJM02,MWE
MWE-PR-PR5068-Y5708-dir-PR009D,MWE
MWE-PR-PR5098-T4791-dir-PR5144,MWE
MWE-PR-PR5126-Y30229-dir-PR031D,MWE
MWE-PR-PR5126-Y5392-dir-GUAM01,MWE
MWE-PR-PR5159-T30105-dir-PR5020,MWE
MWE-PR-PR5162-Y30592-dir-ALDA01,MWE
MWE-PR-PR5185-Y4929-dir-PR5042,MWE
MWE-PR-PR5186-Y4909-dir-PR5326,MWE
MWE-PR-PR5311-Y30151-dir-SFCE01,MWE
MWE-PR-PR5339-Y31197-dir-PR075D,MWE
MWE-PR-PR5339-Y5693-dir-PR5338,MWE
MWE-PR-PR5361-T1-HW,MWE
MWE-PR-PR5362-T30011-dir-PR5363,MWE
MWE-PR-PR5386-Y5325-dir-RECE01,MWE
MWE-PR-PR5388-Y30156-dir-PR5191,MWE
MWE-PR-PR5398-Y30587-dir-RVOB01,MWE
MWE-PR-PR5403-Y30771-dir-SQCMW01,MWE
MWE-PR-PR5459-N1-ER.1,MWE
MWE-PR-PR5873-T1-HW,MWE
MWE-PR-PR6176-Y30799-dir-ATCH01,MWE
TBFM1_MG,ENODEB
TBL21_SP,ENODEB
TBMI1_BA,ENODEB
TSRI1_MG,ENODEB
TSNY1_MG,ENODEB
TSHM1_MG,ENODEB
TSHI1_MG,ENODEB
TSDV1_PI,ENODEB
TSDM1_RS,ENODEB
TSAS1_MT,ENODEB
TRUI1_MG,ENODEB
TRIN1_RS,ENODEB
TWUZ1_MG,ENODEB
TWEG1_RS,ENODEB
TVRG1_MG,ENODEB
TVGA1_RS,ENODEB
TVER1_MG,ENODEB
TTDS1_RS,ENODEB
TTOM1_MG,ENODEB
TTPD1_RS,ENODEB
TTCF1_MG,ENODEB
TMXM1_RS,ENODEB
TMVH1_AL,ENODEB
TMUO1_MG,ENODEB
TMPI1_RS,ENODEB
TNHS1_MS,ENODEB
TKLS1_MS,ENODEB
TLAT1_MS,ENODEB
TLGA1_RS,ENODEB
TMDC1_MG,ENODEB
TMDS1_BA,ENODEB
TPYU1_MG,ENODEB
TPMA1_RS,ENODEB
TNRA1_RS,ENODEB
TPAC1_MG,ENODEB
MCNW1_MG,ENODEB
4G-BSA071,ENODEB
4G-BLMNE2-2,ENODEB
4G-CGMSH7-2,ENODEB
4G-ANANB6-3,ENODEB
4G-SADD02-2,ENODEB
4G-JIPOJ2-2,ENODEB
4G-ICOAJ8-2,ENODEB
MCWT1_MG,ENODEB
4G-SPTC06-3,ENODEB
4G-PGJM01-2,ENODEB
4G-BHCS44,ENODEB
4G-BLMOJ5-4,ENODEB
4G-BHCE72-3,ENODEB
4G-BHPA07-3,ENODEB
4G-BHPA07-4,ENODEB
4G-CVCVJ1,ENODEB
4G-NLCR10,ENODEB
MWE-PR-PR015E-Y5903-dir-HSBR01,MWE
MWE-PR-PR016D-Y30281-dir-PR009E,MWE
MWE-PR-PR018M-Y4670-EXP,MWE
MWE-PR-PR023E-T30219-dir-PR5105,MWE
MWE-PR-PR024D-Y5888-dir-YTCE01,MWE
MWE-PR-PR031D-Y30230-dir-PR5126,MWE
MWE-PR-PR039D-T30283-dir-PR017E,MWE
MWE-PR-PR041D-Y30701-dir-PR1301,MWE
MWE-PR-PR049D-Y30251-dir-PR048D,MWE
MWE-PR-PR050D-Y5987-dir-PR003E,MWE
MWE-PR-PR051D-Y30746-dir-PR025D,MWE
MWE-PR-PR060D-Y5805-dir-PR5357,MWE
MWE-PR-PR06CW-Y30639-dir-AMGA01,MWE
MWE-PR-PR070D-Y31279-dir-PR5363,MWE
MWE-PR-PR075D-Y30711-dir-MLLMW01,MWE
MWE-PR-PR1038-T5-HW,MWE
MWE-PR-PR1165-T30173-dir-CTVR01,MWE
MWE-PR-PR1201-N4-HW,MWE
MWE-PR-PR1236-T30057-dir-CTBL01,MWE
MWE-PR-PR1296-N1,MWE
MWE-PR-PR1623-T30337-dir-PR2433,MWE
MWE-PR-PR1942-T4-HW,MWE
MWE-PR-PR2317-Y5976-dir-AURE01,MWE
MWE-PR-PR2324-Y30171-dir-UMPR51,MWE
MWE-PR-PR2327-Y5762-dir-UMPR51,MWE
MWE-PR-PR3017-N7-HW,MWE
MWE-PR-PR3038-T1-HW,MWE
MWE-PR-PR3205-T1-HW,MWE
MWE-PR-PR3213-T2-HW,MWE
MWE-PR-PR3532-T2-HW,MWE
MWE-PR-PR3962-Y30220-dir-PR011E,MWE
MWE-PR-PR4007-T4-HW,MWE
MWE-PR-PR4254-Y30426-dir-PR5398,MWE
MWE-PR-PR5002-T2-HW,MWE
MWE-PR-PR5017-N1-FU,MWE
MWE-PR-PR5017-Y31045-dir-PR060D,MWE
MWE-PR-PR5022-Y31378-dir-CMPA01,MWE
MWE-PR-PR5042-Y4930-dir-PR5185,MWE
MWE-PR-PR5055-Y4921-dir-CMBC01,MWE
MWE-PR-PR5068-Y5388-dir-CLMP01,MWE
MWE-PR-PR5076-Y30327-dir-PR5451,MWE
MWE-PR-PR5082-Y30450-dir-PR029D,MWE
MWE-ES-VITR08-N1.1,MWE
MWE-ES-VVLH36-N1.1,MWE
MWE-RJ-ANGR08-N2-CG,MWE
MWE-RJ-AREL01-N2-CG,MWE
MWE-RJ-BFRX08-T1,MWE
MWE-RJ-BRJO01-N11-HW-VIRTUAL,MWE
MWE-RJ-CBFR07-N1.1,MWE
MWE-RJ-DQCX35-T3-CG,MWE
MWE-RJ-ITAT01-N1-ER.1,MWE
MWE-RJ-ITBO06-N1.1,MWE
MWE-RJ-JPRI01-N1.1,MWE
MWE-RJ-MCEMW04-T1-HW,MWE
MWE-RJ-MGTB10-N1.1,MWE
MWE-RJ-NFRB16-N1.1,MWE
MWE-RJ-NOFMW03-N1.1,MWE
MWE-RJ-PCAMW01-T1-HW,MWE
MWE-RJ-PIRA01-N2-CG,MWE
MWE-RJ-PRTI04-N1.1,MWE
MWE-RJ-QUMD01-N1.1,MWE
MWE-RJ-RBTO05-N1.1,MWE
4G-PETR36,ENODEB
4G-POAS30,ENODEB
4G-RJPH24,ENODEB
4G-LIDE91,ENODEB
4G-PAOL91,ENODEB
4G-SAXO91,ENODEB
4S-BAS112,ENODEB
4S-BAS118,ENODEB
4S-PAS023,ENODEB
4S-PAS074,ENODEB
4G-SPST17,ENODEB
4G-SPST17-3,ENODEB
4G-RJMD26,ENODEB
4G-MZCE01,ENODEB
4G-RJIG31,ENODEB
4G-RGRR04,ENODEB
4G-MDTA01,ENODEB
4G-DQCX55,ENODEB
4G-MOUPJ0,ENODEB
4G-LDLT67,ENODEB
4S-BAS017,ENODEB
4G-JVLT15,ENODEB
4G-CPGZ21,ENODEB
4G-URPC61,ENODEB
4G-SPCS12-3,ENODEB
4S-BAS054,ENODEB
4G-SPFO08-2,ENODEB
4G-TSPP03-3,ENODEB
MWE-PR-PR6178-Y30949-dir-PNCR01,MWE
MWE-PR-PTCE01-Y3988-dir-PIGMW02,MWE
MWE-PR-PZ1306-T1-HW,MWE
MWE-PR-PZ2202-Y30845-dir-ALDA01,MWE
MWE-PR-PZ3208-Y5896-dir-CTUB01,MWE
MWE-PR-PZ3212-Y30079-dir-CTAQ01,MWE
MWE-PR-PZ4085-T30187-dir-PGNR01,MWE
MWE-PR-PZ4089-Y30045-dir-PGML01,MWE
MWE-PR-RBCE01-Y3128-dir-RBMO01,MWE
MWE-PR-RBMO01-Y30697-dir-ATMD01,MWE
MWE-PR-RPMO01-Y1298-EXP-16E1,MWE
MWE-PR-RPMO01-Y30817-dir-KOJB01,MWE
MWE-PR-SHWMW01-T30351-d-FOZMW04,MWE
MWE-PR-SJMI01-Y30038-dir-CTSY01,MWE
MWE-PR-SJPE01-Y30019-dir-SJRE01,MWE
MWE-PR-SLCTAQ60-T1-HW,MWE
MWE-PR-SLCTBN60-T1-HW,MWE
MWE-PR-SLCTVS60-T1-HW,MWE
MWE-PR-SLDVLL01-T1-NO,MWE
MWE-PR-SSCE01-T3-HW,MWE
MWE-PR-STOB01-T30225-dir-NFCE01,MWE
MWE-PR-TMCE31-Y4919-dir-PR5186,MWE
MWE-PR-TOFZ51-Y30013-dir-TOIN51,MWE
MWE-PR-UBHO02-N1-HW,MWE
MWE-PR-UMPN51-Y31100-dir-UMPR51,MWE
MWE-PR-UVJO01-Y5014-dir-PUHM01,MWE
MWE-PR-WBCE01-Y4234-dir-WBSU01,MWE
MWE-RS-AGUD01-T1-HW,MWE
MWE-RS-AODR02-T4-HW,MWE
MWE-RS-APAE01-Y4431-EXP,MWE
MWE-RS-APAE01-Y4432-EXP,MWE
MWE-RS-BIDR01-Y2919-dir-IBDR01 ,MWE
MWE-RS-BPAE01-YXXX-dir-POAC04,MWE
MWE-RS-CLWR01-N1,MWE
MWE-RS-CNDR01-T1-HW,MWE
MWE-RS-CSLR06-T5-HW,MWE
MWE-RS-CSLR30-T3-HW,MWE
MWE-RS-CSLR42-T4173-dir-CSLR08,MWE
MWE-RS-EIOR99-T1-HW,MWE
MWE-RS-FCAR01-T5-HW,MWE
MWE-RS-FIZR01-Y30544-dir-SBCR01,MWE
MWE-RS-GDOR01-N1,MWE
4G-SPPH12,ENODEB
4G-SPSU01,ENODEB
4G-SPIB23-3,ENODEB
4G-PBS003,ENODEB
4G-STNSJ6-2,ENODEB
4G-CTLL53,ENODEB
4G-PCUJJ0,ENODEB
4G-SPLI02,ENODEB
4G-IUIT02,ENODEB
4G-DVSL15,ENODEB
4G-SBPC05-2,ENODEB
4G-VAZMJ5,ENODEB
4G-EAVA01,ENODEB
4G-CORTJ0,ENODEB
4G-JCBB01,ENODEB
4G-SPJH03-2,ENODEB
4G-ALS030,ENODEB
4G-SAMB01,ENODEB
4G-SJPL01,ENODEB
4G-AGSP01,ENODEB
4G-AQAQJ2,ENODEB
4G-BLMCC1-3,ENODEB
4G-BSA027,ENODEB
4G-BTIM67,ENODEB
4G-CRBH46,ENODEB
4G-MAFT01,ENODEB
4G-SPIA03-2,ENODEB
4G-SPSM97-02,ENODEB
4G-SPVD18,ENODEB
4G-STNSA0,ENODEB
4G-SPMR22-3,ENODEB
4G-STEM01-3,ENODEB
4G-TBNAJ1-3,ENODEB
4G-CTBN25-2,ENODEB
4G-PRS035,ENODEB
4G-RCBGC3,ENODEB
4G-RJBA87,ENODEB
4S-SPS821,ENODEB
4G-SPIB44-4,ENODEB
4G-SJSX01,ENODEB
4G-SPSE41-2,ENODEB
SLLDWA92,ENODEB
4G-SPBL08-3,ENODEB
4G-SPBL08-4,ENODEB
4G-SPLP19-2,ENODEB
4G-SPJS31-3,ENODEB
4G-SPVA12-2,ENODEB
4G-CLSJ01,ENODEB
4G-MAGE27,ENODEB
4G-MAVC02,ENODEB
4G-MAVC02-2,ENODEB
4G-VAZMJ7,ENODEB
4G-SPTC06-2,ENODEB
MWE-PR-PR5096-N3-HW,MWE
MWE-PR-PR5103-Y5527-dir-PR5022,MWE
MWE-PR-PR5120-Y4925-dir-PR5431,MWE
MWE-PR-PR5130-Y30130-dir-YBCE01,MWE
MWE-PR-PR5146-Y30377-dir-PR5068,MWE
MWE-PR-PR5156-Y5105-dir-JANI01,MWE
MWE-PR-PR5168-Y4917-dir-PR5193,MWE
MWE-PR-PR5177-Y30278-dir-PR3964,MWE
MWE-PR-PR5184-N1-ER.1,MWE
MWE-PR-PR5193-Y4897-dir-PR5155,MWE
MWE-PR-PR5194-Y4899-dir-PR5055,MWE
MWE-PR-PR5301-T2-HW,MWE
MWE-PR-PR5338-Y5661-dir-PR5363,MWE
MWE-PR-PR5339-Y30692-dir-PR5962,MWE
MWE-PR-PR5346-T2-HW,MWE
MWE-PR-PR5357-Y31356-dir-PR060D,MWE
MWE-PR-PR5359-T3-HW,MWE
MWE-PR-PR5363-Y31280-dir-PR070D,MWE
MWE-PR-PR5363-Y5662-dir-PR5338,MWE
MWE-PR-PR5383-Y30803-dir-GEAM51,MWE
MWE-PR-PR5391-Y5481-dir-RBOM01,MWE
MWE-PR-PR5396-N1.1,MWE
MWE-PR-PR5397-Y5078-dir-FXCE01,MWE
MWE-PR-PR5436-Y5054-dir-PR5477,MWE
MWE-PR-PR5451-Y30328-dir-PR5076,MWE
MWE-PR-PR5473-T2-HW,MWE
MWE-PR-PR5484-N2-HW,MWE
MWE-PR-PR5484-T30451-dir-PR5095,MWE
MWE-PR-PR5945-N1-HW(RTN905),MWE
MWE-PR-PR5951-T1-HW,MWE
MWE-PR-PR5952-N1-ER.1,MWE
MWE-PR-PR5962-Y30691-dir-PR5339,MWE
MWE-PR-PR5968-Y30825-dir-PR5152,MWE
MWE-PR-PR5969-Y30677-dir-AGSP01,MWE
MWE-PR-PR-YPCE01-T1-HW,MWE
MWE-PR-PSCE01-N1,MWE
MWE-PR-PUHM01-Y5015-dir-UVJO01,MWE
MWE-PR-PZ035D-T30229-dir-PR5026,MWE
MWE-PR-PZ035D-Y30286-dir-PZ034D,MWE
MWE-PR-PZ3117-T30041-dir-COSG01,MWE
MWE-PR-PZ3200-T5233-dir-CTBH01,MWE
MWE-PR-PZ3205-T5565-dir-CTES01,MWE
4G-STBQ02-3,ENODEB
4G-MCPAB9-4,ENODEB
4G-PMJTJ8-3,ENODEB
4G-TAGA74,ENODEB
4G-URCE05,ENODEB
4G-URMH08,ENODEB
4G-URSJ13,ENODEB
4G-URTA80,ENODEB
4G-VCCT10,ENODEB
4G-ZTAA01,ENODEB
4S-BAS018,ENODEB
