item,CLOUD,MONITORACAO_AREA,MONITORACAO_REDE,EQUIPAMENTO_FUNCAO,EQUIPAMENTO_SEGMENTO,EQUIPAMENTO_TECNOLOGIA,EQUIPAMENTO_TIPO,CLASSIFICACAO_AUTOMATICA,
32,ISOC-TX-PTN-AC-HW,iSOC Transporte,Transmissao,Acesso,Metropolitana TX,FTTS,PTN,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*HWP[0-9]{2}.*') AND MODELO IN ('HUAWEI PTN 910', 'HUAWEI PTN 950');",
33,ISOC-TX-PTN-AC-ZT,iSOC Transporte,Transmissao,Acesso,Metropolitana TX,FTTS,PTN,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '[A-Z]{3}.*ZTP[0-9]{2}.*') AND MODELO = 'ZXCTN 6100';",
34,ISOC-TX-PTN-AG-HW,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,FTTS,PTN,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*HWP[0-9]{2}.*') AND MODELO IN ('HUAWEI OPTIX PTN 3900', 'HUAWEI PTN 6900');",
35,ISOC-TX-PTN-AG-ZT,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,FTTS,PTN,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-ZTP[0-9]{2}.*') AND MODELO IN ('ZXCTN 6300', 'ZXCTN 9004', 'ZXCTN 9008');",
18,ISOC-TX-Fiber Rede IP-RT-LEG,iSOC Transporte,Dados,Acesso,Metropolitana IP,Fiber Rede IP,ROTEADOR,,
23,ISOC-TX-IP/MPLS-AG,iSOC Transporte,Dados,Agregador,Metropolitana IP,IP/MPLS,ROTEADOR,,
24,ISOC-TX-IP/MPLS-CO,iSOC Transporte,Dados,Core,Metropolitana IP,IP/MPLS,ROTEADOR,,
31,ISOC-TX-PROBE-ACC,iSOC Transporte,Dados,Agregador,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{3}-[A-Z]{3}[0-9]{2}-ACLT[0-9]{2}');",
36,ISOC-TX-RMAC,iSOC Transporte,Dados,Acesso,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RMAC[A-Z]{3,4}-.*');",
37,ISOC-TX-RMAG,iSOC Transporte,Dados,Agregador,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RMAG[A-Z]{3,4}-.*');",
38,ISOC-TX-RMCO,iSOC Transporte,Dados,Core,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RMCO[A-Z]{3,4}[0-9]{4}.*');",
39,ISOC-TX-RMDI,iSOC Transporte,Dados,Distribuidor,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RMDI[A-Z]{3,4}-[A-Z]{3}[0-9]{2}-[0-9]{2}.*');",
40,ISOC-TX-RTAC,iSOC Transporte,Dados,Acesso,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTAC[A-Z]{3}[0-9]{4}.*');",
41,ISOC-TX-RT-AC-JP,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{1}XR[A-Z]{3}[0-9]{3}');",
42,ISOC-TX-RT-AG-CS,iSOC Transporte,Dados,Agregador,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-CSI[0-9]{2}AG');",
43,ISOC-TX-RT-AG-FH,iSOC Transporte,Dados,Agregador,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-.*-FHI[0-9]{2}AG');",
44,ISOC-TX-RT-AG-HW,iSOC Transporte,Dados,Agregador,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-HWI[0-9]{2}AG');",
45,ISOC-TX-RT-AG-NK,iSOC Transporte,Dados,Agregador,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-NKI[0-9]{2}AG');",
46,ISOC-TX-RTAR,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTAR[A-Z]{3}[0-9]{4}.*');",
48,ISOC-TX-RTC5,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTC5[A-Z]{3}[0-9]{4}.*');",
50,ISOC-TX-RT-CO-CS,iSOC Transporte,Dados,Core,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-CSI[0-9]{2}CO');",
51,ISOC-TX-RT-CO-FH,iSOC Transporte,Dados,Core,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-.*-FHI[0-9]{2}CO');",
52,ISOC-TX-RT-CO-FW,iSOC Transporte,Dados,Core,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-HWI[0-9]{2}CO');",
53,ISOC-TX-RT-CO-NK,iSOC Transporte,Dados,Core,Metropolitana IP,IP/MPLS,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-NKI[0-9]{2}CO');",
54,ISOC-TX-RT-DxR,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^D[A-Z]{1}R[A-Z]{3}[0-9]{3}.*');",
55,ISOC-TX-RTEC,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTEC[A-Z]{3}[0-9]{4}.*');",
56,ISOC-TX-RTED,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTED[A-Z]{3}[0-9]{4}.*');",
57,ISOC-TX-RTIC,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTIC[A-Z]{3}[0-9]{4}.*');",
58,ISOC-TX-RTIS,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTIS[A-Z]{3}[0-9]{4}.*');",
59,ISOC-TX-RTNI,iSOC Transporte,Dados,Acesso,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTNI[A-Z]{3}[0-9]{4}.*');",
60,ISOC-TX-RTNM,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTNM[A-Z]{3}[0-9]{4}.*');",
61,ISOC-TX-RTOC,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTOC[A-Z]{3}[0-9]{4}.*');",
62,ISOC-TX-RTPE,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTPE[A-Z]{3}[0-9]{4}.*');",
63,ISOC-TX-RTPM,iSOC Transporte,Dados,Acesso,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTPM[A-Z]{3}[0-9]{4}.*');",
64,ISOC-TX-RTPR,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTPR[A-Z]{3}[0-9]{4}.*');",
65,ISOC-TX-RTRI,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTRI[A-Z]{3}[0-9]{4}.*');",
66,ISOC-TX-RTRJO,iSOC Transporte,Dados,Acesso,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTRJO[0-9]{4}.*');",
67,ISOC-TX-RTRR,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTRR[A-Z]{3}[0-9]{4}.*');",
68,ISOC-TX-RTRT,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTRT[A-Z]{3}[0-9]{4}.*');",
69,ISOC-TX-RTRV,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTRV[A-Z]{3}[0-9]{4}.*');",
70,ISOC-TX-RTRX,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTRX[A-Z]{3}[0-9]{4}.*');",
71,ISOC-TX-RTSE,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTSE[A-Z]{3}[0-9]{4}.*');",
72,ISOC-TX-RTSR,iSOC Transporte,Dados,Core,Backbone IP,Dados,ROTEADOR,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTSR[A-Z]{3}[0-9]{4}.*');",
20,ISOC-TX-Fiber-LEG,iSOC Transporte,Transmissao,Acesso,Metropolitana TX,Fiber,SDH,,
26,ISOC-TX-Metro-SDH-AC-LEG,iSOC Transporte,Transmissao,Acesso,Metropolitana TX,Metro,SDH,,
27,ISOC-TX-Metro-SDH-AG-LEG,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,Metro,SDH,,
73,ISOC-TX-SDH-AC-1,iSOC Transporte,Transmissao,Acesso,Metropolitana TX,Transmissao,SDH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '[A-Z]{3}[-|_].*[-|_]M[0-9]{2}');",
74,ISOC-TX-SDH-AC-AL,iSOC Transporte,Transmissao,Acesso,Metropolitana TX,Transmissao,SDH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '[A-Z]{3}_[A-Z]{3}_ADM[0-9]{4}.*') AND MODEL IN ('ALU 1641SM', 'ALU 1651SM');",
75,ISOC-TX-SDH-AC-HW,iSOC Transporte,Transmissao,Distribuidor,Metropolitana TX,Transmissao,SDH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*HWS[0-9]{2}.*');",
76,ISOC-TX-SDH-AG-1,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,Metro,SDH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '[A-Z]{3}_[A-Z]{3}_DTM[0-9]{4}.*');",
77,ISOC-TX-SDH-AG-2,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,Metro,SDH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{3}-.*DTS[0-9]{2}');",
78,ISOC-TX-SDH-AG-AG,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,Transmissao,SDH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '[A-Z]{3}_[A-Z]{3}_ADM[0-9]{4}.*') AND MODEL IN ('ALU 1661SMC','ALU 1664SM');",
79,ISOC-TX-SDH-DI-1,iSOC Transporte,Transmissao,Distribuidor,Metropolitana TX,Transmissao,SDH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{3}_[A-Z]{3}_OS[0-9]{4}');",
80,ISOC-TX-SDH-DI-ZT,iSOC Transporte,Transmissao,Distribuidor,Metropolitana TX,Transmissao,SDH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{3,4}-[A-Z]{3}[0-9]{2}-.*ZTS.*');",
98,ISOC-TX-Transmissao-AC-LEG,iSOC Transporte,Transmissao,Acesso,Metropolitana TX,Transmissao,SDH,,
99,ISOC-TX-Transmissao-DI-LEG,iSOC Transporte,Transmissao,Distribuidor,Metropolitana TX,Transmissao,SDH,,
81,ISOC-TX-SECGTW,iSOC Transporte,Dados,Acesso,SecGateway,Dados,SecGateway,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SE(CA|GW|LB|SW|VM)[A-Z]{3}[0-9]{4}.*');",
13,ISOC-TX-AAA-LEG,iSOC Transporte,Dados,Acesso,Metropolitana IP,AAA,SWITCH,,
14,ISOC-TX-BSW,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^BSW[A-Z]{3}[0-9]{3}');",
15,ISOC-TX-Dados-LEG_1,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,,
17,ISOC-TX-DSW,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^DSW[A-Z]{3}[0-9]{3}');",
19,ISOC-TX-Fiber Rede IP-SW-LEG,iSOC Transporte,Dados,Acesso,Metropolitana IP,Fiber Rede IP,SWITCH,,
29,ISOC-TX-NSW,iSOC Transporte,Dados,Acesso,Backbone IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^NSW[A-Z]{3}[0-9]{2,3}');",
82,ISOC-TX-SW00,iSOC Transporte,Dados,Acesso,Backbone IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SW00[A-Z]{4}[0-9]{2}.*');",
83,ISOC-TX-SW01,iSOC Transporte,Dados,Acesso,Backbone IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SW01[A-Z]{4}[0-9]{2}.*');",
84,ISOC-TX-SWAC_1,iSOC Transporte,Dados,Acesso,Backbone IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWAC[A-Z]{3}[0-9]{4}.*');",
85,ISOC-TX-SWAC_2,iSOC Transporte,Dados,Acesso,Banda Larga,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '[A-Z]{5}_SWAC[0-9]{4}');",
86,ISOC-TX-SWAG_1,iSOC Transporte,Dados,Agregador,Backbone IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWAG[A-Z]{3}[0-9]{4}.*');",
87,ISOC-TX-SWAG_2,iSOC Transporte,Dados,Agregador,Banda Larga,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '[A-Z]{5}_SWAG[0-9]{4}');",
88,ISOC-TX-SWAV,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWAV[A-Z]{3}[0-9]{4}.*');",
89,ISOC-TX-SWC5,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWC5[A-Z]{3}[0-9]{4}.*');",
90,ISOC-TX-SWCO,iSOC Transporte,Dados,Core,Backbone IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWCO[A-Z]{3}[0-9]{4}.*');",
91,ISOC-TX-SWNG,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWNG[A-Z]{3}[0-9]{4}.*');",
92,ISOC-TX-SWNI,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWNI[A-Z]{3}[0-9]{4}.*');",
93,ISOC-TX-SWNM,iSOC Transporte,Dados,Core,Backbone IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWNM[A-Z]{3}[0-9]{4}.*');",
94,ISOC-TX-SWOT,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWOT[A-Z]{3}[0-9]{4}.*');",
95,ISOC-TX-SWPR,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWPR[A-Z]{3}[0-9]{4}.*');",
96,ISOC-TX-SWSN,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWSN[A-Z]{5}[0-9]{2}.*');",
97,ISOC-TX-SWTC,iSOC Transporte,Dados,Acesso,Metropolitana IP,Dados,SWITCH,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^SWTC[A-Z]{3}[0-9]{4}');",
16,ISOC-TX-Dados-LEG_2,iSOC Transporte,Dados,Servidor,Backbone IP,Dados,TPC,,
49,ISOC-TX-RTCG,iSOC Transporte,Dados,Core,Backbone IP,Dados,vCGNAT,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^RTCG[A-Z]{3,4}[0-9]{4}.*');",
100,ISOC-TX-Transmissao-LD-LEG,iSOC Transporte,Transmissao,Longa Distancia,Backbone TX,Transmissao,WDM,,
101,ISOC-TX-Transmissao-AG-LEG,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,Transmissao,WDM,,
102,ISOC-TX-WDM-AG-FH,iSOC Transporte,Transmissao,Agregador,Backbone TX,Transmissao,WDM,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-FHW[0-9]{2}');",
103,ISOC-TX-WDM-AG-NK,iSOC Transporte,Transmissao,Agregador,Backbone TX,Transmissao,WDM,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '.*-NKW[0-9]{2}');",BSA-BSA001-CSW01
104,ISOC-TX-WDM-AG-PD,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,Transmissao,WDM,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{3,4}-[A-Z]{3}[0-9]{2}-PDW[0-9]{2}.*');",
105,ISOC-TX-WDM-AG-TB,iSOC Transporte,Transmissao,Agregador,Metropolitana TX,Transmissao,WDM,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{3}-[A-Z]{3}[0-9]{2}-.*TBW[0-9]{2}');",
106,ISOC-TX-WDM-LD-CS,iSOC Transporte,Transmissao,Longa Distancia,Backbone TX,Transmissao,WDM,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{3,4}-[A-Z]{3}[0-9]{2}-CSW.*');",
107,ISOC-TX-WDM-LD-CT,iSOC Transporte,Transmissao,Longa Distancia,Backbone TX,Transmissao,WDM,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^[A-Z]{3,4}-[A-Z]{3}[0-9]{2}-CTW.*');",
,,,,,,,,,
,,,,,,,,,
,ISOC-SM-Probes,iSOC Services Monitoring,Dados,Servico,Outras aplicacoes,Probe,Other,"SELECT NODEID FROM CRAMER.NODE_O WHERE REGEXP_LIKE (UPPER(NAME), '^PROB[A-Z]{2}-.*');",
